bbl,property_id,address,NAME,block,lot,Postal Code,latitude,longitude,ownername,bldgclass,yearbuilt,yearalter1,numfloors,unitstotal,Occupancy,Height Roof,Property GFA - Self-Reported (ft²),bldgarea,conditioned_office_sqft,Office - Gross Floor Area (ft²),officearea,Office - Weekly Operating Hours,Office - Number of Workers on Main Shift,ClosestIAQSensorSite,DistanceToClosestSensor_ft,DistanceToClosestSensor_miles,DOITT_ID,OBJECTID,the_geom,SHAPE_AREA,Feature Code,Length,Geometry Source
1014350044,4803003,"306 E 61st St, New York, NY 10065",306 East 61st Street,1435,44,10065,40.7613603,-73.9628338,URBAN DEVELOPMENT PARTNERS,O6,1901,1967,7,19,100,86.2,58340,58340,58340,58340,46841,75,100,Queensboro Bridge,291.9,0.06,405972,992523,"MULTIPOLYGON (((-73.96302324401 40.761290102077, -73.963106739295 40.761325488964, -73.962989671868 40.76148518745, -73.962971961302 40.761509347704, -73.962929189458 40.76156769476, -73.962808949959 40.761516735169, -73.962646247861 40.761447778613, -73.962582457232 40.761420742771, -73.962630825867 40.761354761378, -73.962701615048 40.761258194377, -73.962757400376 40.761281837165, -73.962886104021 40.761336384448, -73.962929009683 40.761277853746, -73.962944496758 40.761256727484, -73.96302324401 40.761290102077)))",1485.703125,2100,169.8906002,Photogrammetric
1012720066,2381188,"48 W 57th St, New York, NY 10019",50 West 57th Street,1272,66,10019,40.7637628,-73.9765862,VORNADO REALTY TRUST,O6,1927,0,16,25,85,234.94,75077,73732,51177,51177,63817,60.34,60.52,Queensboro Bridge,3599.5,0.69,510282,489315,"MULTIPOLYGON (((-73.97642411542 40.763852443246, -73.976453463557 40.763812493869, -73.97663657462 40.76356323551, -73.976732062584 40.763603790138, -73.976686051285 40.763666422624, -73.976747691018 40.763692601035, -73.976739256816 40.763704080764, -73.976621124356 40.763864888736, -73.976581243547 40.763919175647, -73.97642411542 40.763852443246)))",892.5820313,2100,137.3927779,Photogrammetric
1012730001,2648577,"1400 Ave Of The Americas, New York, NY 10019",Medical Arts Center,1273,1,10019,40.764471,-73.9767123,AVAMER 57 FEE LLC,O6,1928,1989,18,93,100,240.13,158597,143914,132761,132761,92914,50,500,Queensboro Bridge,3706.7,0.71,79083,879687,"MULTIPOLYGON (((-73.976422268892 40.764572176344, -73.97644801164 40.764537007912, -73.976473119235 40.76450270653, -73.97653767516 40.764530024784, -73.976669435872 40.764350021822, -73.976712352714 40.764291389664, -73.976714088629 40.764289018987, -73.976944154602 40.764386373747, -73.976941699445 40.764389727634, -73.976716891577 40.764696848934, -73.976485653702 40.764598998209, -73.976422268892 40.764572176344)))",1626.785156,2100,179.4900028,Photogrammetric
1012750008,6791746,"7 E 40th St, New York, NY 10016",9 East 40 Street,1275,8,10016,40.7520298,-73.9808637,SACHAR 26 LLC,O6,1913,0,18,4,100,227.02,86788,86788,80238,80238,77888,60,300,Broadway/35th St,1970.1,0.38,43100,434035,"MULTIPOLYGON (((-73.980663862122 40.752103259964, -73.980738041996 40.751999306283, -73.980823657929 40.751879325451, -73.980989479372 40.751947756264, -73.980887744552 40.752090327337, -73.980829685143 40.752171691005, -73.980663862122 40.752103259964)))",786.3125,2100,116.8550296,Photogrammetric
1012750069,21898272,"473 5 Ave, New York, NY 10017",475 Fifth Avenue,1275,69,10017,40.7524663,-73.9811451,T-C 475 FIFTH AVENUE LLC,O4,1925,1965,23,68,100,304,220413,220413,220413,220413,189033,84,700,Broadway/35th St,1942.4,0.37,248527,49883,"MULTIPOLYGON (((-73.981273283714 40.752683637607, -73.981150718075 40.75263305962, -73.980963099483 40.752555636597, -73.980973002945 40.752541758737, -73.980957094578 40.752535194122, -73.980956976488 40.752534057665, -73.980841180343 40.752486272034, -73.98086917424 40.752447042547, -73.981010999529 40.752248290148, -73.981145835409 40.75230393384, -73.981108476149 40.752356288534, -73.981247192332 40.752413532041, -73.981286022805 40.752359115383, -73.981439572448 40.752422480004, -73.98145507472 40.752428876993, -73.981440346454 40.752449517817, -73.981297837309 40.752649227865, -73.981273283714 40.752683637607)))",2180.984375,2100,214.7542276,Other (Manual)
1008680072,2705516,"437 5 Ave, New York, NY 10016",URA Group - 437 5th Avenue,868,72,10016,40.7513027,-73.9820224,JOSEPH P DAY REALTY,O6,1906,1986,11,17,100,151.01,67365,69378,61240,61240,63878,65,140,Broadway/35th St,1606.8,0.31,420770,364931,"MULTIPOLYGON (((-73.981782015209 40.751274417527, -73.981850519081 40.751179842791, -73.981911850992 40.75120564473, -73.981923663508 40.751189405058, -73.981958464567 40.751204045537, -73.982246282804 40.751325124561, -73.982165744258 40.751435845542, -73.981782015209 40.751274417527)))",886.6914063,2100,134.9040107,Photogrammetric
1012780001,3118703,"521 5 Ave, New York, NY 10018",521 Fifth Avenue,1278,1,10175,40.7541706,-73.9798199,345 PARK AVENUE LLC,O4,1929,2019,38,61,100,463.1904106,446045,434152,401183,401183,371539,44.67,210,Broadway/35th St,2534.2,0.48,259638,850841,"MULTIPOLYGON (((-73.979520178071 40.754233945312, -73.979408079248 40.754186581247, -73.979444217906 40.754137120225, -73.979552966453 40.753988279691, -73.979598719691 40.753925659435, -73.980181996995 40.754172102671, -73.980093196967 40.754293642113, -73.98004751739 40.754356162618, -73.979991358131 40.754433025439, -73.979784282752 40.754345533987, -73.979520178071 40.754233945312)))",3258.214844,2100,236.3432644,Photogrammetric
1012600024,3530097,"19 W 44th St, New York, NY 10036",Berkeley Building,1260,24,10036,40.7555321,-73.9808338,SL GREEN REALTY CORP,O6,1916,1989,16,150,85,217.87,253442,235199,252962,252962,222211,40.46,124,Midtown-DOT,2604.1,0.5,488293,220571,"MULTIPOLYGON (((-73.980542528422 40.755762353319, -73.980620697181 40.755655123503, -73.980639793711 40.75566317363, -73.980696520769 40.755585356966, -73.980717269163 40.755556894563, -73.980802807234 40.755439554977, -73.980727464476 40.755407795078, -73.980834590518 40.755260841451, -73.980999868201 40.755330511219, -73.981146718705 40.755392413577, -73.981109350918 40.755443674132, -73.981046452355 40.755529959239, -73.980980555811 40.755502182194, -73.98091576037 40.755591067576, -73.980866686548 40.755658385725, -73.9807325161 40.75584243928, -73.980542528422 40.755762353319)))",2220.613281,2100,244.8130927,Photogrammetric
1009970029,7365,"1155 Ave Of The Americas, New York, NY 10036",1155,997,29,10036,40.7566716,-73.9833601,THE DURST ORGANIZATION,O4,1984,2016,40,43,55,511.16,686838,734668,681611,681611,686025,54.82,163.77,Midtown-DOT,2017.8,0.39,659085,482681,"MULTIPOLYGON (((-73.983518531413 40.756702991898, -73.983738118443 40.756795679691, -73.983760843769 40.756805271476, -73.983615494994 40.75700438593, -73.983602962804 40.757021554081, -73.983338689526 40.756910005701, -73.983002746023 40.756768203593, -73.983018236365 40.756746981868, -73.982983011836 40.756732112931, -73.983114963712 40.756551353204, -73.983185034646 40.756455362381, -73.983234588984 40.756476279337, -73.983261598502 40.756439278799, -73.983271301783 40.756425986048, -73.983329429883 40.756413750302, -73.983465169807 40.756471046504, -73.983525795551 40.756496636744, -73.983560114242 40.756511122672, -73.983576492383 40.756552869732, -73.983533811611 40.756611338853, -73.983479067717 40.756686334102, -73.983518531413 40.756702991898)))",4032.109375,2100,282.9315494,Photogrammetric
1012750027,2712431,"100 Park Ave, New York, NY 10017",SL Green Realty Corporation 100 Park Avenue,1275,27,10017,40.7513406,-73.9789257,SL GREEN REALTY CORP,O4,1950,0,36,1,100,476.29,861569,778203,850336,850336,756583,60.82,458.63,Broadway/35th St,2451.2,0.47,100691,18314,"MULTIPOLYGON (((-73.979492672334 40.751320445725, -73.979462538943 40.751361685332, -73.979374416594 40.751482286962, -73.979338028182 40.751532087427, -73.979314463488 40.751522129906, -73.979184873776 40.751467368407, -73.97912611786 40.751442539831, -73.979072823655 40.751420018413, -73.978980241523 40.751546723461, -73.978884488919 40.751677767388, -73.97883111765 40.751655213427, -73.978540134876 40.751532249531, -73.978429228818 40.751485382695, -73.978470884857 40.751428374951, -73.978539693043 40.75133420747, -73.978663518382 40.751164744433, -73.978754356794 40.751040426554, -73.978772210506 40.751015992812, -73.979231460739 40.75121006353, -73.979492672334 40.751320445725)))",5776.625,2100,341.346715,Photogrammetric
1012990022,2955750,"437 Lexington Ave, New York, NY 10017",441 Lexington Avenue,1299,22,10017,40.7528329,-73.9747348,441 LEXINGTON AVENUE,O6,1925,1970,18,1,100,244.91,97085,97075,97085,97085,91555,65,160,Broadway/35th St,3671.9,0.7,318812,844001,"MULTIPOLYGON (((-73.974512617668 40.752909603611, -73.974540511995 40.752871559807, -73.974679291255 40.752682279756, -73.974686053904 40.75267305556, -73.974695034256 40.752676863071, -73.974924375143 40.752774106614, -73.974927924672 40.752775611231, -73.974754489028 40.753012158743, -73.974512617668 40.752909603611)))",1226.890625,2100,141.2365025,Photogrammetric
1012840014,20965413,"410 Madison Ave, New York, NY 10017",410 Madison Avenue,1284,14,10017,40.756879,-73.9766644,BANK OF CHINA,O6,1964,1985,7,2,100,116.72,58395,58395,58395,58395,51555,55,125,Midtown-DOT,3799.3,0.73,586693,5830,"MULTIPOLYGON (((-73.976704634008 40.757027955244, -73.976621456514 40.75699290604, -73.976446922358 40.756919362245, -73.976577439902 40.756740258541, -73.976579186292 40.756737861751, -73.97687712568 40.756863404645, -73.976879423929 40.756864373149, -73.976747160561 40.757045873985, -73.976704634008 40.757027955244)))",1165.222656,2100,137.4249857,Photogrammetric
1012840007,4233307,"7 E 48th St, New York, NY 10017",Kato International LLC Current,1284,7,10017,40.7572304,-73.9770216,KATO INTERNATIONAL,O4,1984,0,45,38,95,616.48,598088,656428,566807.9976,598088,654068,61.4,2950,Midtown-DOT,3752.2,0.72,624605,173513,"MULTIPOLYGON (((-73.976747950996 40.757346252075, -73.976726875886 40.75733737154, -73.976706725195 40.757265501747, -73.976704112479 40.757256185492, -73.976738731204 40.75720868003, -73.97679346909 40.757231744003, -73.976864781497 40.757261792896, -73.976945297925 40.757151301735, -73.976947524155 40.757148246766, -73.97690156608 40.757128882101, -73.976934307884 40.757083952549, -73.977038012382 40.757059325535, -73.977132452957 40.757099119636, -73.977282595469 40.757162384619, -73.977312781657 40.757238584116, -73.977275234527 40.757290109028, -73.977151376737 40.757237920064, -73.977069943515 40.757349669191, -73.977116827729 40.757369424791, -73.977079526811 40.757420611998, -73.976977881881 40.757443137681, -73.976747950996 40.757346252075)))",1974.019531,2100,225.1436542,Photogrammetric
1013030001,12474956,"299 Park Ave, New York, NY 11364",Fisher - 299 Park Avenue,1303,1,10171,40.7560139,-73.974138,FISHER-PARK LANE OWNER LLC,O4,1966,2014,42,16,85,572.7895776,1278462,1039281,508069.7,508069.7,1029281,38.79,161.81,Queensboro Bridge,3391.3,0.65,618759,172465,"MULTIPOLYGON (((-73.973811492095 40.756131105092, -73.974082032321 40.755755213368, -73.974199280749 40.75580401016, -73.97439393346 40.755885019832, -73.974542831263 40.755946987791, -73.974272292859 40.756322880587, -73.974172595459 40.756281388207, -73.973951838895 40.756189514873, -73.973811492095 40.756131105092)))",3682.351563,2100,242.8888302,Photogrammetric
1013010023,2712469,"485 Lexington Ave, New York, NY 10017",SL Green Realty Corporation 485 Lexington Avenue,1301,23,10017,40.7540787,-73.9734891,SL GREEN REALTY CORP,O4,1957,2013,30,30,80,362.56,794557,743789,778294,778294,674979,54.83,174,Queensboro Bridge,3702.3,0.71,556866,158914,"MULTIPOLYGON (((-73.973150416259 40.754283309222, -73.97332306194 40.754045889593, -73.97300255272 40.753911110987, -73.972989874739 40.753905779723, -73.973097157773 40.753758246163, -73.973164801989 40.753665222591, -73.97356879718 40.75383510814, -73.973923869948 40.753984419058, -73.974015350301 40.754022886817, -73.973667780783 40.754500864725, -73.97366322006 40.754498946506, -73.973621753249 40.754481509534, -73.973323060952 40.754355907571, -73.973150416259 40.754283309222)))",6994.375,2100,376.9693365,Photogrammetric
1013320001,3448580,"979 3 Ave, New York, NY 10022",979 3rd Avenue,1332,1,10022,40.7609524,-73.9662633,D&D BUILDING COMPANY L,O6,1963,0,17,200,100,228.52,579779,579779,569991,569991,518279,65,1400,Queensboro Bridge,659.4,0.13,559454,818690,"MULTIPOLYGON (((-73.965754447568 40.761115210965, -73.965800627724 40.761051689568, -73.965929988815 40.76087375123, -73.965952180407 40.760843226175, -73.966105455309 40.760632393854, -73.966110468539 40.760634500709, -73.966519937038 40.760806609641, -73.966833092081 40.76093823425, -73.966725305966 40.761086498296, -73.966665594977 40.761168634084, -73.966382836118 40.761049786155, -73.966390734971 40.761038921168, -73.96635135465 40.761022369202, -73.966346778884 40.761028662394, -73.966341039795 40.761026250066, -73.96633352108 40.761023089799, -73.966294644206 40.761076565714, -73.966258994375 40.761125603072, -73.966227166538 40.76116938169, -73.966189557584 40.761221114563, -73.966169037013 40.761249341164, -73.966146690133 40.761280078732, -73.965858045822 40.761158755902, -73.965754447568 40.761115210965)))",5685.265625,2100,350.9290913,Photogrammetric
1013120041,1463890,"150 E 58th St, New York, NY 10155",150 East  58th Street,1312,41,10155,40.7610352,-73.9679237,VORNADO REALTY TRUST,O4,1968,2013,39,144,80,502.68,581519,570453,461569.5,461569.5,346333,56.88,320.68,Queensboro Bridge,1108.7,0.21,816018,674048,"MULTIPOLYGON (((-73.967577073597 40.761016615239, -73.96759270143 40.760995124587, -73.967637264459 40.760933845156, -73.967342922473 40.760810090376, -73.967430161995 40.760690126408, -73.96755620441 40.760743120658, -73.967807335493 40.760848706851, -73.967945657205 40.760906863096, -73.968119743746 40.7609800558, -73.968202256342 40.761014747135, -73.968282045676 40.76104829312, -73.968388161611 40.761092908076, -73.968398455883 40.761097236024, -73.968420619239 40.761106554221, -73.968377429134 40.761165945971, -73.968347329336 40.761207338411, -73.968369375499 40.761216607058, -73.968407794969 40.761232760047, -73.968349583878 40.761312808846, -73.968333656389 40.761334711949, -73.968019614408 40.76120267785, -73.967692209181 40.761065023599, -73.967577073597 40.761016615239)))",3900.855469,2100,335.6387444,Photogrammetric
1013750021,2648305,"653 Madison Ave, New York, NY 10065",655 Madison Avenue,1375,21,10065,40.7642774,-73.9705321,PLAZA MADISON LLC,O4,1951,0,24,40,100,313.84,207888,198347,197159,197159,185235,47.35,669,Queensboro Bridge,2131.5,0.41,844922,748269,"MULTIPOLYGON (((-73.97028588233 40.764352003143, -73.970255526929 40.764339293697, -73.970426462634 40.764103277692, -73.970432729348 40.764094625454, -73.970446994632 40.764100597656, -73.970772890809 40.76423704866, -73.970766812552 40.764245441619, -73.97059568926 40.764481717422, -73.97028588233 40.764352003143)))",1774.621094,2100,168.5653184,Photogrammetric
1013750049,6374736,"667 Madison Ave, New York, NY 10065",667 Madison Avenue,1375,49,10065,40.7645162,-73.9703154,667 MADISON AVE SPE INC,O4,1985,2012,24,34,80,382,245282,247260,245282,245282,215416,36.36,217.67,Queensboro Bridge,2128.6,0.41,1262495,57828,"MULTIPOLYGON (((-73.970059672647 40.764487302988, -73.970155632231 40.76435480967, -73.970219453754 40.764381531539, -73.970254015232 40.764396001666, -73.97028588233 40.764352003143, -73.97059568926 40.764481717422, -73.97049750477 40.764617283955, -73.970426298545 40.764715598966, -73.970424083007 40.764714670878, -73.970219343134 40.764628948667, -73.970060226368 40.764562327746, -73.970101791329 40.764504937694, -73.970059672647 40.764487302988)))",1891.8125,2100,182.2551541,Other (Manual)
1012930069,,"745 5 Ave, New York, NY 10022",745 Fifth Ave.,1293,69,10151,40.7632488,-73.9731822,PARAMOUNT GROUP,O4,1930,0,34,55,85,438,537135,459340,437870,437870,393254,65,342.19,Queensboro Bridge,2650.6,0.51,218477,1060940,"MULTIPOLYGON (((-73.972745031312 40.763240362111, -73.972909811337 40.763015255044, -73.972918472464 40.76300342265, -73.972990627617 40.763033957684, -73.972971183054 40.763060520708, -73.973056469168 40.763096613091, -73.973076534643 40.763069201923, -73.973105266499 40.763081360941, -73.973216591882 40.763128472451, -73.973237763071 40.763137431087, -73.973268688898 40.763095182994, -73.973579936335 40.763226897731, -73.973549010645 40.763269145906, -73.973481773381 40.763361000815, -73.973374951294 40.763506934439, -73.972745031312 40.763240362111)))",3440.175781,2100,263.6985061,Other (Manual)
1013740049,33927677,"645 Madison Ave, New York, NY 10022",645 Madison Avenue,1374,49,10022,40.7639125,-73.9708355,MD2 INTERNATIONAL LLC,O4,1971,0,22,34,60,299.0686212,164615,164615,164615,164615,130918,60,300,Queensboro Bridge,2139.3,0.41,272833,251585,"MULTIPOLYGON (((-73.970598727228 40.763971738281, -73.97077151602 40.763734454314, -73.970890527156 40.763784555189, -73.971056816226 40.763854557267, -73.970884028138 40.764091841657, -73.970610040441 40.763976500333, -73.970603444816 40.763973724197, -73.970598727228 40.763971738281)))",1447.132813,2100,152.3256729,Photogrammetric
1013750016,30802056,"652 Madison Ave, New York, NY 10065",654 Madison Avenue,1375,16,10022,40.7644807,-73.9711205,654 MADISON AVENUE & ASSOCIATES,O4,1928,1980,21,42,85,295.69,136733,136733,118733,118733,118733,60,115,Queensboro Bridge,2307.8,0.44,508545,227961,"MULTIPOLYGON (((-73.970907069579 40.764523443888, -73.971033146728 40.764350757128, -73.971328540029 40.764475431992, -73.971317824703 40.764490109346, -73.971256373249 40.764574278576, -73.971213034607 40.764555986619, -73.97115912355 40.764629827095, -73.971061385148 40.764588574801, -73.970907069579 40.764523443888)))",1023.285156,2100,133.2935638,Photogrammetric
1013740014,3028498,"650 Madison Ave, New York, NY 10022",650 Madison Avenue,1374,14,10022,40.7640362,-73.9716621,VORNADO REALTY TRUST,O4,1957,1987,27,33,90,360.26,592247,449876,344086.3,344086.3,369478,62.41,400,Queensboro Bridge,2362.2,0.45,122299,591195,"MULTIPOLYGON (((-73.972254632766 40.764050326216, -73.972118625043 40.764236957127, -73.972084218598 40.764284170342, -73.971651203353 40.764101743107, -73.971625833833 40.764136555763, -73.971474674414 40.764343973924, -73.971142615557 40.764204077135, -73.971136952992 40.764201692081, -73.971247337737 40.764050225134, -73.971316770121 40.763954951068, -73.971477434402 40.763734487147, -73.971483898825 40.763725616978, -73.971648774487 40.76379507935, -73.972008414616 40.763946596099, -73.972254632766 40.764050326216)))",5603.53125,2100,356.2002018,Photogrammetric
1012940046,2712423,"625 Madison Ave, New York, NY 10022",SL Green Realty Corporation 625 Madison Avenue,1294,46,10022,40.7631221,-73.9712221,SL GREEN REALTY CORP,O6,1956,1988,16,2,100,191.65,526635,535344,464747,464747,482347,65.35,100,Queensboro Bridge,2124.3,0.41,88188,420237,"MULTIPOLYGON (((-73.970719954325 40.763192591498, -73.970835356694 40.763035000065, -73.970888007022 40.762963100893, -73.970961579769 40.762994248098, -73.971043088549 40.763028754332, -73.971116879711 40.76292798569, -73.971217612364 40.762790425515, -73.971655240335 40.762975694844, -73.971686619588 40.762988978697, -73.971335893822 40.763467931533, -73.970711802358 40.763203722363, -73.970719954325 40.763192591498)))",5614.347656,2100,320.1688235,Photogrammetric
1012880001,5013403,"655 5 Ave, New York, NY 10022",655 Fifth Avenue,1288,1,10022,40.7597718,-73.9758656,FERRAGAMO USA INC,O6,1912,1969,9,1,100,128.2,57481,52400,44397,44397,39300,20,15,Queensboro Bridge,3325.3,0.64,90325,920571,"MULTIPOLYGON (((-73.975592244552 40.759735191648, -73.975669580944 40.759629636411, -73.975774213403 40.7596739597, -73.97607728658 40.759802343176, -73.976071595696 40.759810109749, -73.975985478701 40.759927651845, -73.975831293533 40.759862338403, -73.975845765497 40.759842585261, -73.975810543319 40.75982766551, -73.975592244552 40.759735191648)))",987.875,2100,146.1254391,Photogrammetric
1012910038,33572196,"430 Park Ave, New York, NY 10022",430 Park Avenue Company,1291,38,10022,40.760759,-73.9718043,430 PARK AVE COMPANY,O6,1954,2002,18,21,100,235.77,233115,233115,223008,223008,222676,54,2500,Queensboro Bridge,2176.5,0.42,753129,219170,"MULTIPOLYGON (((-73.971999395402 40.760687727271, -73.971949821607 40.760756138268, -73.971995984454 40.760775478833, -73.971932209707 40.760863485855, -73.971910842006 40.760892972179, -73.971857433662 40.76087059601, -73.971725843799 40.761052184796, -73.971568561138 40.760986287676, -73.971520022988 40.760965951295, -73.971560189689 40.760910523442, -73.971868892541 40.760484526288, -73.971905434505 40.760499836582, -73.972081956549 40.760573794727, -73.971999395402 40.760687727271)))",2275.296875,2100,227.3781397,Photogrammetric
1012910028,1513225,"65 E 55th St, New York, NY 10022",Park Avenue Tower (CodeGreen),1291,28,10022,40.7608853,-73.9721327,MACKLOWE MANAGEMENT,O4,1986,0,37,25,90,531.22,540753,528552,441776,441776,519260,55.18,297.97,Queensboro Bridge,2263.2,0.43,330782,587847,"MULTIPOLYGON (((-73.971725843799 40.761052184796, -73.971857433662 40.76087059601, -73.971910842006 40.760892972179, -73.971932209707 40.760863485855, -73.971995984454 40.760775478833, -73.971949821607 40.760756138268, -73.971999395402 40.760687727271, -73.972448121689 40.760875727575, -73.972358040917 40.76100003689, -73.972300780479 40.760976047199, -73.972200203885 40.761114838483, -73.972126193151 40.761216971156, -73.972124555496 40.761219231927, -73.971725843799 40.761052184796)))",3132.382813,2100,250.9788773,Photogrammetric
1012930035,,"460 Park Ave, New York, NY 10022",Hahn Kook Center,1293,35,10022,40.7620269,-73.9710132,HKC,O4,1954,0,22,2,95,274.09,322721,254185,295259,295259,249862,43.29,354,Queensboro Bridge,1974.1,0.38,156315,956940,"MULTIPOLYGON (((-73.971073817368 40.762226905982, -73.971088088603 40.762207463167, -73.971027172392 40.762181613289, -73.971012901144 40.762201056096, -73.970959948058 40.762178584177, -73.970889171909 40.762148549796, -73.970708130097 40.762071723286, -73.970884688223 40.761831182917, -73.971307820101 40.762010742531, -73.971283979976 40.762043221395, -73.971131263027 40.762251282641, -73.971073817368 40.762226905982)))",2158.453125,2100,195.4193216,Photogrammetric
1012930026,1467490,"597 Madison Ave, New York, NY 10022",595 Madison Avenue,1293,26,10022,40.7623482,-73.9718289,FULLER MADISON LLC,O4,1929,0,42,12,85,493.72,333984,322756,195874.5,195874.5,240274,52.79,93.45,Queensboro Bridge,2213.8,0.42,425815,763404,"MULTIPOLYGON (((-73.971681067236 40.762435051783, -73.971520633167 40.762366971914, -73.971604194377 40.762253127337, -73.971669462338 40.762164205968, -73.972143646807 40.762365424075, -73.97201564394 40.762539817187, -73.971832507435 40.762462104043, -73.971701892639 40.762406678399, -73.971681067236 40.762435051783)))",1872.007813,2100,189.2044277,Photogrammetric
1012920052,2683328,"575 Madison Ave, New York, NY 10022",575 Madison Ave.,1292,52,10022,40.7617692,-73.9723598,575 ASSOCIATES LLC,O4,1950,0,25,31,100,285.47,365347,399613,343354,343354,365322,90.41,375.89,Queensboro Bridge,2330,0.45,673083,87890,"MULTIPOLYGON (((-73.972188712231 40.761887263415, -73.972216944954 40.761847985712, -73.972241065289 40.76185800964, -73.972291648273 40.761787638372, -73.972267527955 40.761777616256, -73.972105422321 40.761710248191, -73.972104398068 40.761709822905, -73.972274032672 40.761472058577, -73.972525355647 40.761576502584, -73.97266309476 40.761633744409, -73.972599938343 40.761721606955, -73.972593095015 40.761731127264, -73.972535804139 40.761810829895, -73.972537992378 40.761811739026, -73.972542416222 40.76181357801, -73.97232115417 40.762121394991, -73.972317941663 40.762120059672, -73.972254074017 40.762093518145, -73.972089588745 40.762025161635, -73.972188712231 40.761887263415)))",3150.09375,2100,268.7707672,Photogrammetric
1012920048,2705514,"32 E 57th St, New York, NY 10022",URA Group - 32 East 57th Street,1292,48,10022,40.7618707,-73.9720998,JOSEPH P DAY REALTY,O4,1930,0,22,19,100,262.29,77511,77511,72511,72511,69511,65,229,Queensboro Bridge,2262.5,0.43,355756,665019,"MULTIPOLYGON (((-73.971927481506 40.761957792421, -73.972049792259 40.761787637587, -73.972067127712 40.761763521774, -73.972105422321 40.761710248191, -73.972267527955 40.761777616256, -73.97222923462 40.761830889892, -73.972216944954 40.761847985712, -73.972188712231 40.761887263415, -73.972089588745 40.762025161635, -73.971927481506 40.761957792421)))",852.6523438,2100,124.0158691,Photogrammetric
1013110001,2648661,"445 Park Ave, New York, NY 10022",Circle Realty Group LLC - 445 Park Ave,1311,1,10022,40.7610991,-73.9706526,PARK AVENUE PROPERTIES LLC,O4,1947,0,22,53,100,262.22,323869,329507,304010,304010,307408,45.21,967,Queensboro Bridge,1854.7,0.35,331554,128805,"MULTIPOLYGON (((-73.970340031712 40.761273691026, -73.970510624171 40.761040174505, -73.970615974551 40.760895965773, -73.970682883928 40.760804376268, -73.970879046678 40.760887228331, -73.970958440471 40.760920761556, -73.970966729041 40.760924262106, -73.970670712646 40.761329468295, -73.970619301649 40.761399841346, -73.970617199895 40.761398952912, -73.970432066893 40.76132075885, -73.97033545632 40.761279953759, -73.970340031712 40.761273691026)))",2889.957031,2100,232.1196382,Photogrammetric
1012920037,5847804,"450 Park Ave, New York, NY 10022",450 Property Owner (US) LLC,1292,37,10022,40.7614945,-73.9713275,PROPERTY MANAGEMENT - JONES LANG LASALLE,O4,1972,1989,32,62,100,410,325116,296915,325116,325116,264713,68.51,2900,Queensboro Bridge,2041.2,0.39,257517,66537,"MULTIPOLYGON (((-73.971128828982 40.761492265581, -73.971284839251 40.761275234308, -73.971459971603 40.761348017892, -73.97149410318 40.761362202988, -73.971496935359 40.76135826398, -73.971610133862 40.761402576949, -73.971567794585 40.761461477526, -73.971459378565 40.761416420983, -73.971387909052 40.76151584599, -73.971295290236 40.761644693277, -73.971092518083 40.76156042288, -73.971082752835 40.761556364556, -73.971128828982 40.761492265581)))",1403.191406,2100,177.268893,Other (Manual)
1012690001,4037997,"1330 Ave Of The Americas, New York, NY 10019",1330 Avenue of the Americas,1269,1,10019,40.7619654,-73.9784783,1330 CE26 LLC,O4,1965,1990,39,0,90,488.95,474244,500177,276951,276951,472577,70,800,Queensboro Bridge,4007.1,0.77,792226,461342,"MULTIPOLYGON (((-73.978307835938 40.762124565101, -73.978237491031 40.76209498917, -73.978242084703 40.762088672098, -73.978161256527 40.762054687972, -73.978201361418 40.76199954056, -73.97825827333 40.761921281254, -73.978276461946 40.761928928168, -73.978324121825 40.761948966167, -73.97836109023 40.761898131526, -73.978498303292 40.761709451967, -73.978594238657 40.761749787223, -73.978646777221 40.761771876445, -73.978771239095 40.761824205256, -73.978563918225 40.762109290042, -73.978526573374 40.762093589094, -73.978498983643 40.762081989953, -73.978430512492 40.762176142919, -73.978307835938 40.762124565101)))",2266.265625,2100,213.533304,Photogrammetric
1012680021,14941127,"25 W 52nd St, New York, NY 10019",Museum of Television & Radio,1268,21,10019,40.7605736,-73.9775908,MUSUEM OF BOARD CASTING,O6,1989,0,16,5,100,229.17,75806,75806,Not Available,Not Available,46221,,,Queensboro Bridge,3762.8,0.72,77973,31931,"MULTIPOLYGON (((-73.977400814348 40.760676203637, -73.977432520822 40.760632688455, -73.97756973734 40.760444367468, -73.977575945892 40.760435847199, -73.977740986724 40.76050537386, -73.977758674004 40.760512825351, -73.977758585141 40.760512947802, -73.977721426318 40.760563947016, -73.977583544101 40.760753182063, -73.977502941703 40.760719227229, -73.977400814348 40.760676203637)))",939.1015625,2100,127.2458107,Photogrammetric
