bbl,property_id,address,NAME,block,lot,Postal Code,latitude,longitude,ownername,bldgclass,yearbuilt,yearalter1,numfloors,unitstotal,Occupancy,Height Roof,Property GFA - Self-Reported (ft²),bldgarea,conditioned_office_sqft,Office - Gross Floor Area (ft²),officearea,Office - Weekly Operating Hours,Office - Number of Workers on Main Shift,ClosestIAQSensorSite,DistanceToClosestSensor_ft,DistanceToClosestSensor_miles,DOITT_ID,OBJECTID,the_geom,SHAPE_AREA,Feature Code,Length,Geometry Source
1012620056,12483133,"36 W 47th St, New York, NY 10036",Amna LLC,1262,56,10036,40.7571844,-73.9804182,PREMIER REALTY MANAGEMENT INC,O6,1924,1985,16,92,100,191.59,97785,97785,24446.25,97785,90785,40,172,Midtown-DOT,2844,0.54,560575,228103,"MULTIPOLYGON (((-73.980202244884 40.757257736618, -73.98027267856 40.75716119833, -73.980358749011 40.757043228838, -73.980385284317 40.757054423938, -73.980402622521 40.757030660754, -73.980444024 40.757048126784, -73.980506406295 40.757074443816, -73.98056685029 40.757099943728, -73.980604714989 40.757115917868, -73.980587376835 40.757139681082, -73.980612544597 40.757150297774, -73.980554148058 40.757230338345, -73.980456041036 40.757364805895, -73.980202244884 40.757257736618)))",1267.496094,2100,144.6931543,Photogrammetric
1012620048,6664940,"16 W 47th St, New York, NY 10036",SYU: 20 West 47th St,1262,48,10036,40.7569318,-73.9798191,20 WEST 47 STREET ASSOCIATES LLC,O6,1924,0,14,123,100,181.62,118292,110553,118292,118292,102553,65,272,Midtown-DOT,2980.3,0.57,503911,956143,"MULTIPOLYGON (((-73.979567556189 40.756989976738, -73.97966740955 40.756853117602, -73.979724225223 40.756775244715, -73.97974616374 40.756784500365, -73.979763337427 40.756760961473, -73.979844251136 40.756795097603, -73.980033660702 40.756875005402, -73.980016485898 40.756898543433, -73.980041189319 40.75690896476, -73.979884519809 40.75712369721, -73.979567556189 40.756989976738)))",1592.3125,2100,160.7911086,Photogrammetric
1007630049,,"314 W 40th St, New York, NY 10018",State Offices,763,49,10018,40.7562581,-73.9920519,GOULD INVESTORS LLC,O2,1947,0,5,1,100,90.820099,72824,68060,72824,72824,68060,50,158.7,Midtown-DOT,620,0.12,406843,701630,"MULTIPOLYGON (((-73.991902593129 40.756048200304, -73.991917763295 40.756054648988, -73.992002067834 40.756090485078, -73.992086367728 40.756126318404, -73.992129746862 40.756144757421, -73.992170673634 40.75616215437, -73.992254971341 40.756197986672, -73.99233987306 40.756234075596, -73.992370438553 40.756247068314, -73.992333786064 40.756296929563, -73.992326114688 40.756307365909, -73.992223675477 40.756446718543, -73.992211431067 40.756463375263, -73.992205644047 40.75647124709, -73.992202032785 40.756476159102, -73.992199467354 40.756479667297, -73.991819321687 40.756318101089, -73.991731601858 40.756280804001, -73.991902593129 40.756048200304)))",2336.542969,2100,197.69037,Photogrammetric
1010250043,2921576,"1697 Broadway, New York, NY 10019",Ed Sullivan Theatre,1025,43,10019,40.7637942,-73.9831995,CBS CORPORATION,O6,1927,0,13,2,100,169,105950,96067,53906,53906,79678,35.26,40,Midtown-DOT,3737,0.71,640388,1060129,"MULTIPOLYGON (((-73.982888648402 40.763881861348, -73.982778521657 40.763835206021, -73.982778476656 40.763835187103, -73.982841622423 40.763721324146, -73.982971747137 40.76376655147, -73.983106327566 40.763582902607, -73.983126273376 40.763591352261, -73.983580047531 40.763783592654, -73.983406980015 40.764019762045, -73.983287357541 40.763969084185, -73.983301072309 40.76395036829, -73.983170423717 40.763895019594, -73.983075432318 40.763854777451, -73.983060231814 40.763875519235, -73.983008433864 40.763853575322, -73.982964237395 40.763913885478, -73.982888648402 40.763881861348)))",2691.789063,2100,256.1911006,Other (Manual)
1012750001,2712434,"461 5 Ave, New York, NY 10017",SL Green Realty Corporation 461 Fifth Avenue,1275,1,10017,40.7522303,-73.9813545,SL GREEN REALTY CORP,O4,1988,0,26,8,95,334.58,238748,201387,237859,237859,194929,56.75,68,Broadway/35th St,1860.8,0.36,99817,477779,"MULTIPOLYGON (((-73.981286022805 40.752359115383, -73.981162331763 40.752308071661, -73.981198197156 40.752257810382, -73.981103246924 40.752218627344, -73.981106753386 40.752213713858, -73.981118099628 40.752197812785, -73.981155640038 40.752145203273, -73.981155816454 40.752145276243, -73.98125249763 40.752185173621, -73.981321000037 40.752089176413, -73.981545625094 40.752181871968, -73.981552085045 40.7521845376, -73.98154579243 40.752193356147, -73.981556043578 40.752197586564, -73.981559899497 40.752200617384, -73.981564169548 40.752204801817, -73.981567816648 40.752209314836, -73.981570796999 40.752214101501, -73.981573076277 40.752219105977, -73.981575431026 40.75222953061, -73.981575456306 40.752232321282, -73.981575479296 40.752234826493, -73.981574685474 40.752240716575, -73.981567089791 40.75225136204, -73.981578410111 40.752256033875, -73.9815721092 40.752264864128, -73.98145507472 40.752428876993, -73.981439572448 40.752422480004, -73.981286022805 40.752359115383)))",1477.824219,2100,169.2040622,Photogrammetric
1012750023,4043846,"285 Madison Ave, New York, NY 10017",285 Madison Avenue,1275,23,10017,40.7515905,-73.9797016,SL GREEN REALTY CORP,O4,1926,2013,25,11,100,336.64,407127,407127,407127,407127,386052,75,950,Broadway/35th St,2251.2,0.43,340883,548792,"MULTIPOLYGON (((-73.979568494628 40.751733044018, -73.979619712544 40.751754686845, -73.979702334581 40.751641612293, -73.979637254676 40.751614111963, -73.979640495822 40.751609674843, -73.979599935016 40.751592535541, -73.979608281916 40.7515811123, -73.979532857684 40.751549239924, -73.979374416594 40.751482286962, -73.979462538943 40.751361685332, -73.979492672334 40.751320445725, -73.979714540015 40.751414200665, -73.980044568635 40.751553661133, -73.979863847327 40.751800994169, -73.979783745077 40.75191062124, -73.979601051316 40.751833420179, -73.979520135487 40.75179922712, -73.979565289011 40.751737431615, -73.979568494628 40.751733044018)))",2904.042969,2100,273.662687,Photogrammetric
1008410018,24222800,"35 W 39th St, New York, NY 10018",Resolution -  37 West 39th Street,841,18,10018,40.7526067,-73.9841371,WINOKER REALTY CO,O6,1912,1989,12,43,100,142.5,51000,51000,51000,51000,46200,50,115,Broadway/35th St,1229.1,0.23,815468,269487,"MULTIPOLYGON (((-73.984285379216 40.752526711845, -73.984275106926 40.752540867296, -73.984128139973 40.752743379005, -73.984025207185 40.752699815417, -73.984002210881 40.752690163306, -73.984137602795 40.752503599922, -73.984185307215 40.752484620216, -73.984281061049 40.752524895836, -73.984285379216 40.752526711845)))",574.5859375,2100,102.4108434,Photogrammetric
1012780014,3608513,"340 Madison Ave, New York, NY 10173",340 Madison Avenue,1278,14,10173,40.7539371,-73.9789538,BROADWAY REAL ESTATE SERVICES,O4,1922,0,22,214,65,268,614688,558735,587681,587681,537616,61.38,450,Broadway/35th St,2704.1,0.52,36622,1065246,"MULTIPOLYGON (((-73.979421476575 40.753850770677, -73.979284094235 40.754038799552, -73.979271459544 40.754033460883, -73.979257272603 40.754027466365, -73.979204012817 40.754100359899, -73.979125025574 40.754066986383, -73.979057237777 40.754159763081, -73.978967112412 40.75428311143, -73.978820565981 40.754221191931, -73.978511740723 40.754090705506, -73.978643193587 40.753910796314, -73.97886029735 40.753613659575, -73.979334579097 40.753814055013, -73.979421476575 40.753850770677)))",5199.921875,2100,303.3111836,Other (Manual)
1012780069,33639053,"529 5 Ave, New York, NY 10173",529 Fifth Avenue,1278,69,10017,40.754434,-73.9796971,SILVERSTEIN PROPERTIES,O6,1958,1959,19,29,100,261.3005409,271266,271266,242426,242426,243266,47.75,400,Midtown-DOT,2612.1,0.56,199799,563737,"MULTIPOLYGON (((-73.979362265795 40.754450071797, -73.979437992024 40.754346429038, -73.979520178071 40.754233945312, -73.979784282752 40.754345533987, -73.979991358131 40.754433025439, -73.979969991398 40.754462269248, -73.979833446912 40.754649152563, -73.97963866607 40.754566855318, -73.97963856898 40.754566813878, -73.979362265795 40.754450071797)))",2180.167969,2100,192.7191272,Photogrammetric
1010430013,,"333 W 52nd St, New York, NY 10019",TIMES CIRCLE ASSOCIATES,1043,13,10019,40.7643985,-73.9866396,FIFTY EAST 42ND COMPANY,O6,1928,0,14,14,100,200.74,96429,90000,96429,96429,80000,77,208,Midtown-DOT,3545.5,0.67,303226,765929,"MULTIPOLYGON (((-73.986567888437 40.764540288027, -73.986434951556 40.764483869371, -73.986415035853 40.764475417593, -73.986462451902 40.764410830003, -73.9864535368 40.764407045937, -73.986483082936 40.764366799567, -73.986513982616 40.76437991453, -73.986533527581 40.764353291606, -73.986503969674 40.764340746825, -73.986515388159 40.764328703016, -73.986522348943 40.764321361119, -73.986533539976 40.764309555915, -73.986551996227 40.764290087367, -73.986593708737 40.764246088185, -73.986849049224 40.764354455478, -73.986693336905 40.764566560385, -73.986688213136 40.764573539602, -73.986678240441 40.764587122556, -73.986567888437 40.764540288027)))",1308.949219,2100,153.3827419,Photogrammetric
1008390009,14893283,"49 W 37th St, New York, NY 10018",49 West 37 Street,839,9,10018,40.7515886,-73.985563,SAMCO PROPERTIES,O6,1925,1982,18,19,100,210.74,140898,140898,140898,140898,131898,65,324,Broadway/35th St,702,0.13,20686,861296,"MULTIPOLYGON (((-73.985324539462 40.751623927856, -73.985400978083 40.751519399633, -73.98547539929 40.751417628452, -73.985662084127 40.751496578483, -73.985798737187 40.75155437007, -73.985675319006 40.751723146526, -73.985647879234 40.751760669894, -73.985395383183 40.751653887686, -73.985324539462 40.751623927856)))",1428.605469,2100,151.7575687,Photogrammetric
1008380072,6735355,"40 W 37th St, New York, NY 10018",40 West 37th,838,72,10018,40.7509765,-73.9852636,PARK RIDGE INTERNATIONAL,O6,1924,1983,13,62,100,170.12,54725,54725,54725,54725,50725,82,550,Broadway/35th St,710.9,0.14,98854,619388,"MULTIPOLYGON (((-73.985111905171 40.751069904791, -73.985209838991 40.75093279375, -73.985257192478 40.75086649556, -73.985262656517 40.75085884646, -73.985405017534 40.750917653219, -73.985262422917 40.751117292561, -73.985254266506 40.751128711735, -73.985228951043 40.751118254517, -73.985111905171 40.751069904791)))",636.5195313,2100,106.6275709,Photogrammetric
1008120069,,"148 W 37th St, New York, NY 10018",Lefcourt Central Building,812,69,10018,40.7524893,-73.9888762,ADAMS & COMPANY,O6,1924,0,14,29,100,179.300292,105000,93846,98784,98784,87846,55,195,Broadway/35th St,714.9,0.14,106934,665134,"MULTIPOLYGON (((-73.988685993494 40.752574541516, -73.988740984049 40.752498803557, -73.988753885989 40.752481034235, -73.988800669529 40.752416599495, -73.988837101146 40.752366422342, -73.98904951657 40.752455611716, -73.988898410564 40.752663732066, -73.988819578799 40.752630638959, -73.988685993494 40.752574541516)))",943.6484375,2100,123.8784457,Photogrammetric
1008110016,24774630,"131 W 35th St, New York, NY 10018",Living - 131 West 35th Street,811,16,10001,40.7512678,-73.9886201,J.T.S. JEWELERS,O6,1913,0,13,0,100,194.900323,94000,91777,94000,94000,85777,65,216.2,Broadway/35th St,301.8,0.06,637243,462472,"MULTIPOLYGON (((-73.988584005566 40.751112642051, -73.988816501693 40.751209564702, -73.988672707706 40.751409050551, -73.988440211092 40.751312128513, -73.988584005566 40.751112642051)))",986.6601563,2100,125.8817284,Photogrammetric
1007890030,25587580,"205 W 39th St, New York, NY 10018",Gilbert Bldg,789,30,10018,40.7547098,-73.9888216,205 WEST 39 STREET,O6,1922,1952,16,22,100,227.720395,229162,229162,229162,229162,222162,65,400,Midtown-DOT,457.1,0.09,818401,114099,"MULTIPOLYGON (((-73.988674698764 40.754687209581, -73.988729437521 40.754612295588, -73.98863730493 40.754573366689, -73.988756184439 40.754410664199, -73.988818119953 40.754436820008, -73.989174195021 40.754587287071, -73.989018451187 40.754800436403, -73.988964509167 40.754777643956, -73.988946632128 40.754802109879, -73.9888979002 40.754781519637, -73.988674698764 40.754687209581)))",1950.519531,2100,186.3848948,Photogrammetric
1008390070,3119482,"42 W 38th St, New York, NY 10018",42 West 38 Street,839,70,10018,40.751583,-73.984787,ELO GROUP,O6,1916,1989,12,40,90,151.79,66577,66577,66577,66577,61077,65,130,Broadway/35th St,894.9,0.17,193082,889946,"MULTIPOLYGON (((-73.98461026822 40.75166684282, -73.984765181598 40.751453934274, -73.984816921975 40.751475706333, -73.984900036517 40.751510680302, -73.98494083072 40.751527845683, -73.984889683947 40.751598141486, -73.984909634695 40.751606536816, -73.984900280678 40.751619393015, -73.984856561823 40.751679479839, -73.984805869694 40.751749149811, -73.98461026822 40.75166684282)))",859.8398438,2100,121.2640069,Photogrammetric
1008680025,3099349,"261 Madison Ave, New York, NY 10016",261 Madison Avenue,868,25,10016,40.7504653,-73.980597,SAPIR ORGANIZATION,O4,1954,2013,27,38,100,357.23,396239,383934,396239,396239,325956,55,1265,Broadway/35th St,1983.5,0.38,805137,611615,"MULTIPOLYGON (((-73.98063294372 40.750202435151, -73.980645124763 40.750185730108, -73.980948980076 40.750313877755, -73.980617844036 40.750767974758, -73.980605271964 40.750785215533, -73.980301415163 40.750657066987, -73.98063294372 40.750202435151)))",3063.234375,2100,235.6795858,Photogrammetric
1012750012,5034927,"15 E 40th St, New York, NY 10016",15-17 East 40th Street,1275,12,10016,40.7519118,-73.9805858,YA ZHOU WEN HAU ENTERPRISES,O6,1913,2013,12,14,0,152.52,57643,57653,55643,55643,51302,60,0,Broadway/35th St,2034.1,0.39,615428,322718,"MULTIPOLYGON (((-73.98050007233 40.751894188915, -73.980491729897 40.751890745769, -73.980578151675 40.75176963602, -73.980742914101 40.751837629364, -73.980747107817 40.751839359937, -73.980746547493 40.751840145085, -73.980742491361 40.751845830201, -73.980670887031 40.751946175992, -73.980643077292 40.751934699778, -73.980549475398 40.752065870614, -73.980480680337 40.752037480435, -73.980491741204 40.7520219801, -73.980439964988 40.752000613121, -73.980512305376 40.75189923742, -73.98050007233 40.751894188915)))",706.2929688,2100,122.3441315,Photogrammetric
1008410049,3582683,"452 5 Ave, New York, NY 10018",Fifth Avenue Tower,841,49,100182706,40.7520493,-73.982477,PROPERTY MANAGEMENT - CBRE,O4,1902,2013,29,17,100,438,654013,616352,625141,625141,592252,67.75,2554,Broadway/35th St,1547.9,0.3,1262643,1065032,"MULTIPOLYGON (((-73.982448944383 40.752371249933, -73.982460142241 40.75235562426, -73.982441939153 40.752348080651, -73.982450498944 40.752336135844, -73.982434038736 40.752329314705, -73.982441455405 40.752318965422, -73.982426944094 40.752312951432, -73.982433337283 40.752304030195, -73.98241812267 40.752297725233, -73.982429417658 40.752281964502, -73.982381747993 40.752262209128, -73.98238576965 40.75225659689, -73.98237008855 40.752250097341, -73.982373231248 40.752245711458, -73.982356837375 40.752238917333, -73.982359811862 40.752234766457, -73.982276270835 40.752179875906, -73.982144261332 40.752113451317, -73.982157539178 40.75209114154, -73.982124587541 40.752079799062, -73.982216967359 40.751950554742, -73.982375582381 40.751728639526, -73.982672510417 40.7518513767, -73.982961725689 40.751970924176, -73.982791809422 40.752206457754, -73.982668421948 40.752154979849, -73.982657929008 40.752169570068, -73.982647338927 40.752184297147, -73.98250269502 40.752385443778, -73.982492604821 40.752381235082, -73.982488101052 40.752387477604, -73.982448944383 40.752371249933)))",4541.304688,2100,302.6960569,Other (Manual)
1012630007,6750880,"55 W 47th St, New York, NY 10036",Yung: 49 W 47th St,1263,7,10036,40.7578926,-73.9809053,WILLIAM KAUFMAN ORGANIZATION,O6,1963,0,13,210,100,124.93,81726,76380,81726,81726,49462,65,187,Midtown-DOT,2799.3,0.53,802067,642977,"MULTIPOLYGON (((-73.980852751192 40.758034491749, -73.980829330779 40.758024665145, -73.980765293232 40.757997797807, -73.980723558319 40.757980287713, -73.980685571112 40.757964349615, -73.98069591727 40.75795009185, -73.980829069905 40.757766587533, -73.9808607112 40.757722980428, -73.981139603874 40.757839991233, -73.98109574836 40.757900430453, -73.980981942587 40.758057272513, -73.980964463304 40.75808136084, -73.980852751192 40.758034491749)))",1436.535156,2100,151.9345125,Photogrammetric
1012610016,9446365,"45 W 45th St, New York, NY 10036",45 W 45th St,1261,16,10036,40.7563501,-73.9811295,Samson Management,O6,1923,1983,16,13,100,191.66,134156,108929,119189,119189,101929,65,274,Midtown-DOT,2585.8,0.49,138107,441515,"MULTIPOLYGON (((-73.981155849189 40.756521749687, -73.9810972029 40.756497092349, -73.98103400861 40.756470522459, -73.980953867855 40.756436826738, -73.980946087284 40.756433555716, -73.980919266758 40.756422278752, -73.980994882774 40.756318284685, -73.981092149729 40.75618451531, -73.981344771086 40.756290730576, -73.981171888742 40.756528493492, -73.981155849189 40.756521749687)))",1283,2100,144.1078235,Photogrammetric
1012630051,5039585,"22 W 48th St, New York, NY 10036",22 W 48th St,1263,51,10036,40.7576371,-73.9795446,SIONI GROUP,O6,1940,1960,15,60,95,207.29,88250,80604,88250,88250,68618,65,145,Midtown-DOT,3120.3,0.6,109129,817632,"MULTIPOLYGON (((-73.979363299961 40.757698317355, -73.979470104736 40.757551129055, -73.979514082338 40.757490523878, -73.979523923974 40.757476960417, -73.979595551697 40.757507013078, -73.979688908677 40.75754618444, -73.979687848337 40.757547646674, -73.979703928251 40.757554393391, -73.979687340745 40.757577252493, -73.979718343736 40.75759026125, -73.979561328829 40.757806644705, -73.979478254198 40.757771788493, -73.979349259512 40.757717665795, -73.979363299961 40.757698317355)))",1072.746094,2100,134.7052871,Photogrammetric
1012630071,,"1212 Ave Of The Americas, New York, NY 10036",URA Group - 1212 Avenue of The Americas,1263,71,10036,40.7582961,-73.9811867,48 AMERICAS COMPANY,O4,1964,2017,23,39,95,273.77,253300,248896,181117.377,232470,231733,42.85,560,Midtown-DOT,2786.1,0.53,72041,821201,"MULTIPOLYGON (((-73.980923036242 40.758377966858, -73.980952551193 40.758337291424, -73.980976808326 40.758303861479, -73.981006345722 40.758263153617, -73.98108709238 40.758151873475, -73.981097696748 40.758137260018, -73.981161773639 40.758164144286, -73.981178948401 40.758140475516, -73.981201921124 40.758108814805, -73.981249030918 40.758128578663, -73.981268137716 40.758136595366, -73.981327131286 40.75816134632, -73.981386190027 40.758186124269, -73.981446762107 40.758211537288, -73.981398145285 40.758278539635, -73.981231956217 40.758507575059, -73.981215155975 40.758500525869, -73.981175195618 40.758483760947, -73.980923036242 40.758377966858)))",1875.921875,2100,177.9119924,Photogrammetric
1012630067,4043197,"64 W 48th St, New York, NY 10036",64 West 48th Street,1263,67,10036,40.7581973,-73.9808727,64 WEST 48TH WESTERN LLC,O6,1926,1986,17,56,95,196.93,105262,105262,105262,105262,98683,50,160,Midtown-DOT,2849.9,0.54,613443,271072,"MULTIPOLYGON (((-73.980654669598 40.758265372482, -73.980818726369 40.758039279478, -73.980842146786 40.758049105184, -73.980852751192 40.758034491749, -73.980964463304 40.75808136084, -73.980989804378 40.758091993686, -73.98106704965 40.758124402076, -73.981077159568 40.758128643315, -73.981066555196 40.758143257672, -73.98108709238 40.758151873475, -73.981006345722 40.758263153617, -73.980992343618 40.758257279114, -73.980981636895 40.758252787429, -73.980952099489 40.758293494385, -73.980967864737 40.758300109399, -73.980976808326 40.758303861479, -73.980952551193 40.758337291424, -73.980923036242 40.758377966858, -73.980654669598 40.758265372482)))",1343.355469,2100,155.3222212,Photogrammetric
1008690034,1273025,"90 Park Ave, New York, NY 10016",90 Park Avenue,869,34,10016,40.750745,-73.979359,VORNADO REALTY TRUST,O4,1963,2014,41,65,100,511.98,956995,927829,348898,348898,855860,64.19,176.61,Broadway/35th St,2321.1,0.44,204441,433272,"MULTIPOLYGON (((-73.979853578166 40.750686024557, -73.979752746105 40.750825424129, -73.979698656409 40.750900201638, -73.979617755766 40.750866358042, -73.979595416162 40.750897243246, -73.979447161367 40.751102198181, -73.979224539436 40.751009066636, -73.978887729492 40.750868164455, -73.978881094561 40.75086538878, -73.978881201178 40.750865241117, -73.978977827301 40.75073166061, -73.979054533858 40.750763750609, -73.979197258087 40.750566441368, -73.979123866775 40.750535738844, -73.979223250919 40.750398344081, -73.979507724509 40.750517350993, -73.979866900315 40.750667607934, -73.979853578166 40.750686024557)))",5718.832031,2100,340.191514,Photogrammetric
1008680010,30687943,"7 E 38th St, New York, NY 10016",10 East 39th Street,868,10,10016,40.7509293,-73.9816905,BERNARD & LEVINSION INC,O6,1920,1987,12,19,75,149.25,80797,80797,77169,77169,75997,50,82,Broadway/35th St,1684.5,0.32,201460,496976,"MULTIPOLYGON (((-73.981464970829 40.751147041708, -73.981670449653 40.750863361153, -73.981805990185 40.750676234066, -73.981922655092 40.750725106687, -73.981818485692 40.750868922724, -73.981810468543 40.750879990479, -73.981748091483 40.750853859634, -73.981712411074 40.750903119761, -73.981773824402 40.750928845245, -73.981721923639 40.751000498392, -73.981661716747 40.750975277356, -73.981629608886 40.751019604153, -73.981689660704 40.751044760344, -73.981682366101 40.751054830444, -73.981580515072 40.751195444428, -73.981464970829 40.751147041708)))",1042.714844,2100,218.4111914,Photogrammetric
1012950017,4038133,"354 Lexington Ave, New York, NY 10017",360 Lexington Ave,1295,17,10017,40.7504729,-73.9771647,MERINGOFF PROPERTIES,O4,1959,1985,24,37,90,289.06,269539,238294,269134,269134,226050,41.47,14,Broadway/35th St,2923.4,0.56,652675,380001,"MULTIPOLYGON (((-73.977442092562 40.750451353251, -73.977435728489 40.750460260712, -73.977340669984 40.750593317045, -73.977273386007 40.750687495827, -73.977230935474 40.750669955492, -73.977102282848 40.750616799232, -73.976981729804 40.750566988026, -73.976879215519 40.750524631102, -73.976877376853 40.750523871606, -73.976989733767 40.750366605402, -73.977046085581 40.750287728705, -73.977053082677 40.750290619823, -73.977081169334 40.750302224834, -73.977187115657 40.750346000556, -73.97730731564 40.750395665597, -73.977433506575 40.750447805377, -73.977437294023 40.750449370298, -73.977442092562 40.750451353251)))",1981.246094,2100,179.3405282,Photogrammetric
1012950058,4868585,"364 Lexington Ave, New York, NY 10017",370 Lexington Avenue,1295,58,10017,40.7507364,-73.9770238,370 LEXINGTON AVENUE LLC,O4,1930,0,26,131,100,320.82,245292,246605,245292,245292,233287,65,690,Broadway/35th St,2960.9,0.57,228381,948473,"MULTIPOLYGON (((-73.977214254851 40.750770263168, -73.977259053221 40.750788773818, -73.977293213801 40.750802887885, -73.97727131845 40.750833534992, -73.977196493587 40.750938268871, -73.977183490432 40.750956470026, -73.977171294517 40.75095143108, -73.977025143763 40.750891043805, -73.976886607258 40.75083380154, -73.976730715495 40.750769389375, -73.97670852121 40.750760218638, -73.976723752872 40.750738898634, -73.976817265609 40.750608009119, -73.976842950922 40.750572057977, -73.976843737062 40.750572382317, -73.976867021717 40.7505820035, -73.976988938611 40.750632377915, -73.977109556896 40.750682216141, -73.977119715181 40.750686413617, -73.977111329966 40.750698150949, -73.977095010893 40.750720993545, -73.977115962071 40.750729650671, -73.977214254851 40.750770263168)))",1748.257813,2100,183.3313715,Photogrammetric
1012950023,1423084,"355 Lexington Ave, New York, NY 10017",355 Lexington LLC,1295,23,10017,40.7501599,-73.9764827,RUDIN MANAGEMENT COMPANY,O4,1958,1988,22,30,80,284.61,256272,225000,250074,250074,209000,54.95,197,Broadway/35th St,3115.1,0.6,492499,951885,"MULTIPOLYGON (((-73.976351618968 40.75029818359, -73.976269796227 40.750263604437, -73.976295169846 40.750228880741, -73.976287019665 40.750225435528, -73.976302939472 40.750203649257, -73.976236438108 40.750175544269, -73.97614981238 40.750138934299, -73.976212450306 40.750053216362, -73.976280320811 40.749960336841, -73.976378319188 40.750001752346, -73.976606741808 40.750098288195, -73.97681034864 40.750184334904, -73.976812592195 40.750185283588, -73.976683743301 40.750361612704, -73.976674134368 40.75037476265, -73.976459450248 40.75028403351, -73.976404039817 40.750260616218, -73.976370696864 40.750306246134, -73.976351618968 40.75029818359)))",2224.027344,2100,214.6735415,Photogrammetric
1012950033,3448575,"622 3 Ave, New York, NY 10017",622 3rd Avenue,1295,33,10017,40.7500801,-73.9758764,622 BUILDING,O4,1974,2013,41,23,100,511,1088000,986431,1064000,1064000,960471,65,2382,Broadway/35th St,3282.8,0.63,1089536,1062860,"MULTIPOLYGON (((-73.976109013653 40.750420447478, -73.975983013664 40.750367196863, -73.97593513057 40.750432723004, -73.975934868752 40.750433081351, -73.975934768052 40.750433219108, -73.975845098269 40.750395322351, -73.975639778896 40.750308549569, -73.975593764376 40.750289102405, -73.975610503056 40.750266195273, -73.975732312766 40.75009950489, -73.975848601204 40.749940367564, -73.97570770138 40.749887657425, -73.975572408957 40.74983047909, -73.975514143605 40.749805854084, -73.97553031946 40.749783717676, -73.975488284479 40.749765952558, -73.975412449902 40.749733902689, -73.975490810488 40.749626669097, -73.975596686844 40.749671415216, -73.975751671076 40.749736916547, -73.97580223743 40.749758287187, -73.975939318808 40.749816221151, -73.976098252099 40.749883390576, -73.976280320811 40.749960336841, -73.976212450306 40.750053216362, -73.97614981238 40.750138934299, -73.97608441633 40.750228429251, -73.976264814257 40.750304670093, -73.976327515336 40.750331168681, -73.976289107751 40.750383729629, -73.976226114204 40.750469935604, -73.976109013653 40.750420447478)))",5353.320313,2100,422.9992098,Other (Manual)
1002210030,,"200 Hudson St, New York, NY 10013",200 Hudson Street - BM Portal,221,30,10013,40.7229231,-74.0076555,TRINITY CHURCH,O6,1927,0,12,23,100,163.79,333192,328415,313192,313192,277477,55.58,11,Manhattan Bridge,3737.2,0.71,807269,667909,"MULTIPOLYGON (((-74.007268012066 40.722922451908, -74.007420605434 40.722799978274, -74.007443434142 40.722663996253, -74.00793603502 40.722711862347, -74.007832712235 40.723327359588, -74.007268012066 40.722922451908)))",4146.347656,2100,277.835331,Photogrammetric
1000130027,2895860,"25 Broadway, New York, NY 10004",25 Broadway,13,27,10004,40.7057595,-74.0140015,25 BROADWAY OFFICE PROPERTIES,O4,1921,2010,23,12,100,336.6,887690,809401,767690,767690,587215,80,2950,Manhattan Bridge,6083.1,1.16,763502,481723,"MULTIPOLYGON (((-74.013816559868 40.705409896141, -74.013965731994 40.705444404653, -74.014160829776 40.705489536068, -74.014389093073 40.705542339871, -74.014503042617 40.705568698852, -74.014371379137 40.705867493414, -74.014320579079 40.705982776937, -74.014244471508 40.706155491893, -74.014241962889 40.706161184337, -74.014198777811 40.706146488822, -74.014084357328 40.706107551254, -74.013971132222 40.706069021359, -74.013847744141 40.70602703281, -74.013728514705 40.705986459237, -74.013610988334 40.705946464368, -74.013495585129 40.70590719224, -74.013432851749 40.705885843947, -74.013434198033 40.705884174241, -74.013448738598 40.705866137997, -74.013545897905 40.705745624643, -74.013693986856 40.705561936066, -74.013802066822 40.705427872993, -74.013816559868 40.705409896141)))",7674.316406,2100,352.2668458,Photogrammetric
1001190001,21355410,"1 Police Plaza, New York, NY 10038",NYPD_4467_Classified NYPD Location,119,1,10038,40.7122105,-74.0017963,NYPD,O6,1973,0,16,1,100,164,1000518,1000518,1000518,1000518,711424,65,2301,Manhattan Bridge,2042.9,0.39,1245301,15370,"MULTIPOLYGON (((-74.001073924565 40.712245933177, -74.001103187948 40.712210830087, -74.001134646244 40.712226013294, -74.001135976435 40.712226655345, -74.001135608395 40.712227097499, -74.001106715429 40.712261759344, -74.001073924565 40.712245933177)))",26.38671875,5110,20.85097888,Photogrammetric
1001500038,2951964,"291 Broadway, New York, NY 10007","291 Broadway Realty Associates, LLC",150,38,10007,40.7149551,-74.0060854,291 BROADWAY RLTY ASSOCIATES,O6,1911,0,19,70,100,277.9,128940,128940,122690,122690,122690,70,6,Manhattan Bridge,2551.9,0.49,71560,522866,"MULTIPOLYGON (((-74.006163516398 40.715075214492, -74.00583832562 40.714967555609, -74.005956959642 40.714814632938, -74.006260058116 40.714950768636, -74.006258240507 40.714953111863, -74.006331355625 40.714985951282, -74.006241961377 40.715101184589, -74.006168846176 40.715068345113, -74.006163516398 40.715075214492)))",1112.4375,2100,144.9005609,Photogrammetric
