status,source_CoStar_URL,Tenant,Industry,Floor,SF Occupied,Employees,Move In Date,Exp Date,Page_URL,PropertyID,BBL
OK: row 1 of 8,https://product.costar.com/detail/all-properties/157956/tenant,24th Street Loft,Real Estate,9th,"4,660",1,Jul-16,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 2 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Avinash K. Malhotra Architects,"Professional, Scientific, and Technical Services",6th,"4,660",10,Jan-19,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 3 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Lee Litigation Group,"Professional, Scientific, and Technical Services",8th,"4,660",40,Sep-22,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 4 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Patricia Von Musulin,Manufacturing,10th,"4,660",8,Jan-84,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 5 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Pure Logic,"Professional, Scientific, and Technical Services",12th,"4,660",10,Jan-84,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 6 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Westside Market NYC,Retailer,3rd,"4,660",4,Jan-19,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 7 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Barcade,Accommodation and Food Services,GRND,"4,500",20,May-13,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 8 of 8,https://product.costar.com/detail/all-properties/157956/tenant,The Cutting Room Studios,Information,2nd,"4,500",3,Jun-21,Jun-26,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 1 of 40,https://product.costar.com/detail/all-properties/157869/tenant,GS Blow Dry Bar,Services,1st,"2,200",-,Jun-25,Jun-35,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 2 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Imperial Orchid Sushi,Accommodation and Food Services,"1st, 2nd","1,950",-,May-24,May-34,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 3 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Lina Renshun Accessories,Retailer,PENT,"1,677",11,Sep-15,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 4 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"Park Ridge International, Inc.",Real Estate,2nd,"1,600",3,Apr-03,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 5 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Leebro P O S,Manufacturing,2nd,"1,500",10,Jul-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 6 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Van Cleve Realty,,12th,"1,014",-,Mar-23,Feb-26,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 7 of 40,https://product.costar.com/detail/all-properties/157869/tenant,VC Realty,Real Estate,12th,"1,014",-,Mar-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 8 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Aviva Vino,Wholesaler,8th,"1,000",6,Jul-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 9 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Dedos Marketing Group LLC,"Professional, Scientific, and Technical Services",11th,"1,000",6,Mar-15,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 10 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Martini Caruso Productions,Information,PENT,"1,000",6,Jan-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 11 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Procomer-Foreign Trade Corp,Wholesaler,3rd,"1,000",4,Oct-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 12 of 40,https://product.costar.com/detail/all-properties/157869/tenant,World Trade Travel Inc,Services,5th,782,6,Nov-14,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 13 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Consumer Money Management,Finance and Insurance,10th,775,4,Jul-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 14 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Marcie DeSigns Inc,Retailer,6th,750,3,Jan-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 15 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Wineries and Select Prods,,8th,738,-,Feb-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 16 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Estelle CHATORRIER,"Professional, Scientific, and Technical Services",11th,731,4,Mar-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 17 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Consumer Money Mgmt,Manufacturing,10th,730,-,Sep-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 18 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Beltran Accounting Services,"Professional, Scientific, and Technical Services",9th,729,5,Nov-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 19 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Cleanest Restaurant Group,Services,5th,691,4,Apr-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 20 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Students On Broadway NYC,Services,4th,687,6,Jun-14,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 21 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Fine Print Designs,"Professional, Scientific, and Technical Services",9th,686,4,Oct-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 22 of 40,https://product.costar.com/detail/all-properties/157869/tenant,MI Logix,,9th,686,-,Jan-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 23 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"John S. Lee, CPA Llc","Professional, Scientific, and Technical Services",8th,667,4,Nov-07,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 24 of 40,https://product.costar.com/detail/all-properties/157869/tenant,PWI Engineers,"Professional, Scientific, and Technical Services",6th,650,4,Jul-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 25 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Simplefill,Health Care and Social Assistance,6th,620,4,Mar-21,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 26 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Anda Strategy,,9th,546,-,May-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 27 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"Brandon J. Broderick, Attorney at Law","Professional, Scientific, and Technical Services",4th,500,3,Aug-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 28 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Leeb Capital Management Inc,Information,10th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 29 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Nail Pop,Services,8th,500,-,Aug-24,Jul-28,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 30 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Nail Pop,,5th,500,-,Jun-24,Jun-27,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 31 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Promonation Inc,Manufacturing,10th,500,3,Jul-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 32 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Startel Connections Inc,Retailer,8th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 33 of 40,https://product.costar.com/detail/all-properties/157869/tenant,TCJC LLC,"Professional, Scientific, and Technical Services",1st,500,3,Sep-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 34 of 40,https://product.costar.com/detail/all-properties/157869/tenant,HSD Zipper Co.,Manufacturing,PENT,494,3,May-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 35 of 40,https://product.costar.com/detail/all-properties/157869/tenant,R&R Collections,Manufacturing,7th,489,1,Mar-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 36 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Novelti Fabric,,11th,458,-,Jul-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 37 of 40,https://product.costar.com/detail/all-properties/157869/tenant,12pt Print,Manufacturing,8th,400,3,Jan-17,Dec-25,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 38 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Sabre Integrated,,8th,361,-,May-23,Apr-26,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 39 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Parma Employment Agency,Administrative and Support Services,12th,337,2,Oct-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 40 of 40,https://product.costar.com/detail/all-properties/157869/tenant,CDS Design & Consulting Inc,Construction,7th,313,2,Mar-19,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 1 of 8,https://product.costar.com/detail/all-properties/157956/tenant,24th Street Loft,Real Estate,9th,"4,660",1,Jul-16,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 2 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Avinash K. Malhotra Architects,"Professional, Scientific, and Technical Services",6th,"4,660",10,Jan-19,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 3 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Lee Litigation Group,"Professional, Scientific, and Technical Services",8th,"4,660",40,Sep-22,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 4 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Patricia Von Musulin,Manufacturing,10th,"4,660",8,Jan-84,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 5 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Pure Logic,"Professional, Scientific, and Technical Services",12th,"4,660",10,Jan-84,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 6 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Westside Market NYC,Retailer,3rd,"4,660",4,Jan-19,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 7 of 8,https://product.costar.com/detail/all-properties/157956/tenant,Barcade,Accommodation and Food Services,GRND,"4,500",20,May-13,-,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 8 of 8,https://product.costar.com/detail/all-properties/157956/tenant,The Cutting Room Studios,Information,2nd,"4,500",3,Jun-21,Jun-26,https://product.costar.com/detail/all-properties/157956/tenant,157956,1007990067.0
OK: row 1 of 40,https://product.costar.com/detail/all-properties/157869/tenant,GS Blow Dry Bar,Services,1st,"2,200",-,Jun-25,Jun-35,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 2 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Imperial Orchid Sushi,Accommodation and Food Services,"1st, 2nd","1,950",-,May-24,May-34,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 3 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Lina Renshun Accessories,Retailer,PENT,"1,677",11,Sep-15,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 4 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"Park Ridge International, Inc.",Real Estate,2nd,"1,600",3,Apr-03,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 5 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Leebro P O S,Manufacturing,2nd,"1,500",10,Jul-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 6 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Van Cleve Realty,,12th,"1,014",-,Mar-23,Feb-26,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 7 of 40,https://product.costar.com/detail/all-properties/157869/tenant,VC Realty,Real Estate,12th,"1,014",-,Mar-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 8 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Aviva Vino,Wholesaler,8th,"1,000",6,Jul-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 9 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Dedos Marketing Group LLC,"Professional, Scientific, and Technical Services",11th,"1,000",6,Mar-15,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 10 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Martini Caruso Productions,Information,PENT,"1,000",6,Jan-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 11 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Procomer-Foreign Trade Corp,Wholesaler,3rd,"1,000",4,Oct-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 12 of 40,https://product.costar.com/detail/all-properties/157869/tenant,World Trade Travel Inc,Services,5th,782,6,Nov-14,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 13 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Consumer Money Management,Finance and Insurance,10th,775,4,Jul-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 14 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Marcie DeSigns Inc,Retailer,6th,750,3,Jan-18,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 15 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Wineries and Select Prods,,8th,738,-,Feb-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 16 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Estelle CHATORRIER,"Professional, Scientific, and Technical Services",11th,731,4,Mar-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 17 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Consumer Money Mgmt,Manufacturing,10th,730,-,Sep-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 18 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Beltran Accounting Services,"Professional, Scientific, and Technical Services",9th,729,5,Nov-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 19 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Cleanest Restaurant Group,Services,5th,691,4,Apr-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 20 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Students On Broadway NYC,Services,4th,687,6,Jun-14,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 21 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Fine Print Designs,"Professional, Scientific, and Technical Services",9th,686,4,Oct-16,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 22 of 40,https://product.costar.com/detail/all-properties/157869/tenant,MI Logix,,9th,686,-,Jan-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 23 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"John S. Lee, CPA Llc","Professional, Scientific, and Technical Services",8th,667,4,Nov-07,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 24 of 40,https://product.costar.com/detail/all-properties/157869/tenant,PWI Engineers,"Professional, Scientific, and Technical Services",6th,650,4,Jul-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 25 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Simplefill,Health Care and Social Assistance,6th,620,4,Mar-21,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 26 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Anda Strategy,,9th,546,-,May-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 27 of 40,https://product.costar.com/detail/all-properties/157869/tenant,"Brandon J. Broderick, Attorney at Law","Professional, Scientific, and Technical Services",4th,500,3,Aug-23,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 28 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Leeb Capital Management Inc,Information,10th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 29 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Nail Pop,Services,8th,500,-,Aug-24,Jul-28,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 30 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Nail Pop,,5th,500,-,Jun-24,Jun-27,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 31 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Promonation Inc,Manufacturing,10th,500,3,Jul-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 32 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Startel Connections Inc,Retailer,8th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 33 of 40,https://product.costar.com/detail/all-properties/157869/tenant,TCJC LLC,"Professional, Scientific, and Technical Services",1st,500,3,Sep-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 34 of 40,https://product.costar.com/detail/all-properties/157869/tenant,HSD Zipper Co.,Manufacturing,PENT,494,3,May-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 35 of 40,https://product.costar.com/detail/all-properties/157869/tenant,R&R Collections,Manufacturing,7th,489,1,Mar-13,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 36 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Novelti Fabric,,11th,458,-,Jul-22,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 37 of 40,https://product.costar.com/detail/all-properties/157869/tenant,12pt Print,Manufacturing,8th,400,3,Jan-17,Dec-25,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 38 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Sabre Integrated,,8th,361,-,May-23,Apr-26,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 39 of 40,https://product.costar.com/detail/all-properties/157869/tenant,Parma Employment Agency,Administrative and Support Services,12th,337,2,Oct-20,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 40 of 40,https://product.costar.com/detail/all-properties/157869/tenant,CDS Design & Consulting Inc,Construction,7th,313,2,Mar-19,-,https://product.costar.com/detail/all-properties/157869/tenant,157869,1008380072.0
OK: row 1 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Boyar Value Group,Finance and Insurance,9th,"5,207",9,Aug-17,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 2 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Gemini Law LLP,,15th,"4,792",-,Dec-24,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 3 of 9,https://product.costar.com/detail/all-properties/157825/tenant,New Frontier Chodae Church,,12th,"4,690",-,Dec-24,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 4 of 9,https://product.costar.com/detail/all-properties/157825/tenant,"Spring Import, Inc.",,10th,"1,968",-,Dec-23,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 5 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Colbeh,Accommodation and Food Services,GRND,"1,780",6,May-11,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 6 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Three Little Pigs,Accommodation and Food Services,GRND,"1,025",7,Jan-22,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 7 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Miken Clothing Co,Retailer,10th,680,-,May-25,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 8 of 9,https://product.costar.com/detail/all-properties/157825/tenant,Ivy Tutors Network,Educational Services,GRND,500,-,Jun-25,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 9 of 9,https://product.costar.com/detail/all-properties/157825/tenant,RH LLC,Retailer,10th,1,-,Oct-23,-,https://product.costar.com/detail/all-properties/157825/tenant,157825,1008330018.0
OK: row 1 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Sanjeev Nath,Health Care and Social Assistance,8th,"4,400",29,Feb-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 2 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Ari J. Kramer, DMD, PC",Health Care and Social Assistance,PENT,"3,000",4,Sep-15,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 3 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Glaucoma Associates New York,Health Care and Social Assistance,3rd,"2,250",15,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 4 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Medical Associates-Manhattan,Health Care and Social Assistance,9th,"1,950",13,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 5 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Lattinelli, Joseph C DDS",Health Care and Social Assistance,10th,"1,050",7,Sep-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 6 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Park Lex Sixty Dental Assn,Health Care and Social Assistance,6th,900,6,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 7 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Rudolf Morgan DMD Manufactured PLLC,Health Care and Social Assistance,6th,900,6,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 8 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Charles Mansoor,Health Care and Social Assistance,PENT,800,-,Aug-24,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 9 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Back Into Balance,Health Care and Social Assistance,8th,750,5,Oct-17,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 10 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Mary S. Bayno, D.O.",Health Care and Social Assistance,2nd,660,6,Dec-23,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 11 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Bard Cancer Diagnostics,Health Care and Social Assistance,6th,600,3,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 12 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Vr Allergy & Asthma Care, Pllc",Health Care and Social Assistance,4th,600,4,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 13 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Alexander Shifrin Medical, P.C.",Health Care and Social Assistance,1st,500,3,Mar-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 14 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Deidan Diana,Health Care and Social Assistance,6th,500,4,Oct-22,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 15 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Doc Com Telecom Services,Information,1st,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 16 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Karen Mallimson,Health Care and Social Assistance,2nd,500,3,Aug-18,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 17 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Mustafa Seker,Health Care and Social Assistance,1st,500,5,May-25,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 18 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Professional Offices Inc.,Retailer,PENT,500,3,Apr-05,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 19 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Edward J Lipke PC,Health Care and Social Assistance,5th,450,3,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 20 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Prosthodontics & Implant Surgery,Health Care and Social Assistance,5th,450,3,Jul-16,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 21 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"The Doctor Robert L. Bard, MD",Health Care and Social Assistance,6th,427,2,Jun-09,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 22 of 23,https://product.costar.com/detail/all-properties/158974/tenant,"Drucker, Paul Dpm",Health Care and Social Assistance,1st,400,3,Jul-10,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 23 of 23,https://product.costar.com/detail/all-properties/158974/tenant,Midtown East Foot Care,Health Care and Social Assistance,3rd,400,2,Jun-09,-,https://product.costar.com/detail/all-properties/158974/tenant,158974,1008830014.0
OK: row 1 of 18,https://product.costar.com/detail/all-properties/605302/tenant,Live Axe,"Arts, Entertainment, and Recreation","LL, GRND, MEZZ","10,028",10,Mar-20,-,https://product.costar.com/detail/all-properties/605302/tenant,605302,1001970007.0
OK: row 2 of 18,https://product.costar.com/detail/all-properties/605302/tenant,Soho Live,"Arts, Entertainment, and Recreation",LL,"4,500",-,Mar-25,-,https://product.costar.com/detail/all-properties/605302/tenant,605302,1001970007.0
OK: row 3 of 18,https://product.costar.com/detail/all-properties/605302/tenant,SoHo Live,"Arts, Entertainment, and Recreation",8th,"4,500",-,Aug-24,Aug-34,https://product.costar.com/detail/all-properties/605302/tenant,605302,1001970007.0
OK: row 4 of 18,https://product.costar.com/detail/all-properties/605302/tenant,Whitney Mseum Industry Study Prgram,"Arts, Entertainment, and Recreation",5th,"2,300",3,Mar-19,-,https://product.costar.com/detail/all-properties/605302/tenant,605302,1001970007.0
