status,source_CoStar_URL,Tenant,Industry,Floor,SF Occupied,Employees,Move In Date,Exp Date,Page_URL,PropertyID,BBL
OK: row 3 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Late Show with Stephen Colbert,Information,3rd,"3,541",20,Aug-17,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 4 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Bcco Nyc,"Professional, Scientific, and Technical Services",3rd,"3,000",15,Feb-18,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 5 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Assistant Director Training Program,"Professional, Scientific, and Technical Services",GRND,"1,500",10,Oct-19,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 6 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Irts Foundation,"Professional, Scientific, and Technical Services",10th,"1,000",7,Jan-64,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 7 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Worldlingos,Public Administration,5th,"1,000",6,Nov-16,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 8 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Ecteon Inc,"Professional, Scientific, and Technical Services",9th,821,7,Jan-05,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 9 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Hello Deli,Accommodation and Food Services,1st,737,4,Oct-11,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 10 of 17,https://product.costar.com/detail/all-properties/157848/tenant,American Friends Of Jamaica I NC,Services,5th,500,3,Dec-13,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 11 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Angelo's Pizza,Accommodation and Food Services,GRND,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 12 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Little Man's Grill,Accommodation and Food Services,GRND,500,-,May-25,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 13 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Society-voice Arts-sciences,"Arts, Entertainment, and Recreation",5th,500,-,Feb-25,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 14 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Defrate & Paavola Llc,Finance and Insurance,4th,398,2,Nov-05,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 15 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Hudson River Wellness LLC,Health Care and Social Assistance,9th,300,2,Jul-16,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 16 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Paa Research,"Professional, Scientific, and Technical Services",9th,-,10,Feb-20,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 17 of 17,https://product.costar.com/detail/all-properties/157848/tenant,Teena Touch,"Professional, Scientific, and Technical Services",1st,-,-,Feb-21,-,https://product.costar.com/detail/all-properties/157848/tenant,157848,1010250043.0
OK: row 1 of 3,https://product.costar.com/detail/all-properties/158298/tenant,MGT Property Management,Real Estate,3rd,"6,600",45,May-19,-,https://product.costar.com/detail/all-properties/158298/tenant,158298,1008580049.0
OK: row 2 of 3,https://product.costar.com/detail/all-properties/158298/tenant,EvolveMKD,"Professional, Scientific, and Technical Services",9th,"6,161",41,Jan-24,-,https://product.costar.com/detail/all-properties/158298/tenant,158298,1008580049.0
OK: row 3 of 3,https://product.costar.com/detail/all-properties/158298/tenant,MARCUS,Retailer,6th,"4,200",28,Jan-19,-,https://product.costar.com/detail/all-properties/158298/tenant,158298,1008580049.0
OK: row 1 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Shalom International Corp.,Wholesaler,"2nd, MEZZ, 4th","22,710",145,Sep-07,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 2 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Crest Mills,Wholesaler,"5th, 11th, PENT","18,070",2,Sep-18,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 3 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Prosthetics in Motion,Health Care and Social Assistance,7th,"8,160",49,Jun-18,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 4 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Downtown Travel,Services,8th,"7,000",30,Sep-10,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 5 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Holm & O’Hara LLP,"Professional, Scientific, and Technical Services",9th,"7,000",20,Feb-07,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 6 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Radio Star,Accommodation and Food Services,GRND,"4,026",8,Apr-11,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 7 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Desman,"Professional, Scientific, and Technical Services",3rd,"3,722",21,Jul-18,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 8 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Retail Group Of America,Retailer,3rd,"3,278",4,May-15,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 9 of 12,https://product.costar.com/detail/all-properties/158210/tenant,ZZ 2Spa,Services,GRND,"3,249",1,Oct-22,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 10 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Law Offices of David A. Kapelman P.C.,"Professional, Scientific, and Technical Services",6th,"2,354",8,Jul-16,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 11 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Total Tax Solutions LLC,"Professional, Scientific, and Technical Services",6th,"2,331",3,Oct-16,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 12 of 12,https://product.costar.com/detail/all-properties/158210/tenant,Law Office of Appell & Parrinelli,"Professional, Scientific, and Technical Services",6th,"1,315",3,Aug-17,-,https://product.costar.com/detail/all-properties/158210/tenant,158210,1008370036.0
OK: row 1 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Nice Jewels Inc.,Retailer,4th,"3,000",10,Jul-10,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 2 of 39,https://product.costar.com/detail/all-properties/160860/tenant,"Venicia Diamonds, Inc.",Retailer,10th,"2,000",1,Jun-16,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 3 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Blue Gems & Beads Inc.,Retailer,10th,800,-,Apr-11,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 4 of 39,https://product.costar.com/detail/all-properties/160860/tenant,R & S Design Creations,Wholesaler,7th,664,2,Apr-06,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 5 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Gemorex International Inc,Wholesaler,9th,657,2,Aug-06,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 6 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Gems & Gold Unlimited Inc,Retailer,1st,600,4,Jul-19,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 7 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Garnet Impex,Retailer,10th,539,2,Apr-16,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 8 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Abg & A T Jewelry & Watches,Retailer,8th,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 9 of 39,https://product.costar.com/detail/all-properties/160860/tenant,BMF Bros Jewelry,Retailer,8th,500,3,Mar-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 10 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Dd Buyers,Finance and Insurance,3rd,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 11 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Eddie And Co. Of NY Inc.,Retailer,3rd,500,2,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 12 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Elegant Swiss,Retailer,3rd,500,1,Dec-17,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 13 of 39,https://product.costar.com/detail/all-properties/160860/tenant,George & Tony Jewelry,Retailer,6th,500,-,Oct-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 14 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Gmi Jewelry,Retailer,2nd,500,3,Apr-15,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 15 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Gold Town,Retailer,1st,500,-,Jun-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 16 of 39,https://product.costar.com/detail/all-properties/160860/tenant,IT Tec Solutions Inc.,"Professional, Scientific, and Technical Services",8th,500,4,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 17 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Italian Elegant Jewelry,Retailer,5th,500,3,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 18 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Jewels Queen,Retailer,7th,500,3,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 19 of 39,https://product.costar.com/detail/all-properties/160860/tenant,"Joseph A. Diamonds, Inc.",Retailer,10th,500,1,Mar-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 20 of 39,https://product.costar.com/detail/all-properties/160860/tenant,King Greek Inc.,Retailer,11th,500,2,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 21 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Lalta,Wholesaler,8th,500,2,Nov-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 22 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Legacy Jewelers Llc,Retailer,1st,500,2,Jul-25,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 23 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Luminous Diamonds,Retailer,1st,500,-,Dec-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 24 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Mdi Diamonds Inc,Retailer,1st,500,-,Jul-25,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 25 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Melano Creation Inc.,"Professional, Scientific, and Technical Services",3rd,500,2,Apr-15,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 26 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Moissanite Rings,Retailer,7th,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 27 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Mydialand,Public Administration,6th,500,-,Dec-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 28 of 39,https://product.costar.com/detail/all-properties/160860/tenant,N.Y. Watch Lab,Manufacturing,4th,500,-,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 29 of 39,https://product.costar.com/detail/all-properties/160860/tenant,NBA Jewelry Inc,Wholesaler,4th,500,2,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 30 of 39,https://product.costar.com/detail/all-properties/160860/tenant,P Gem Park Inc,Retailer,10th,500,1,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 31 of 39,https://product.costar.com/detail/all-properties/160860/tenant,R & U Gold Buyers Inc,Wholesaler,3rd,500,-,Aug-24,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 32 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Topway International Inc.,Services,4th,500,5,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 33 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Univest Trading Inc.,Retailer,7th,500,3,Jan-23,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 34 of 39,https://product.costar.com/detail/all-properties/160860/tenant,"So Icy, Inc.",Retailer,11th,432,2,Jan-08,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 35 of 39,https://product.costar.com/detail/all-properties/160860/tenant,A 2 Gems Inc,Retailer,6th,200,3,Apr-15,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 36 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Danwak Jewelry Corp,Retailer,8th,200,5,Apr-03,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 37 of 39,https://product.costar.com/detail/all-properties/160860/tenant,J. Z. Diamonds,Retailer,10th,200,-,Apr-15,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 38 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Marksons Inc,Wholesaler,4th,200,2,Apr-03,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 39 of 39,https://product.costar.com/detail/all-properties/160860/tenant,Praveen Imports Inc.,Retailer,7th,200,4,Apr-15,-,https://product.costar.com/detail/all-properties/160860/tenant,160860,1012630007.0
OK: row 1 of 2,https://product.costar.com/detail/all-properties/158190/tenant,"Baruch College, Zicklin School of Business",Educational Services,"1st, 8th, 9th, 10th","29,200",200,Jan-00,-,https://product.costar.com/detail/all-properties/158190/tenant,158190,1008810029.0
OK: row 2 of 2,https://product.costar.com/detail/all-properties/158190/tenant,Slade Elevator Inc.,Manufacturing,3rd,"4,619",50,Jan-18,-,https://product.costar.com/detail/all-properties/158190/tenant,158190,1008810029.0
OK: row 1 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Levi's,Retailer,GRND,"6,890",22,Jul-11,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 2 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Winchendon School,Educational Services,5th,"6,890",25,Jul-21,Aug-31,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 3 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Satori Laser,Services,2nd,"4,492",55,Jul-19,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 4 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Create Architecture Planning & Design PLLC,"Professional, Scientific, and Technical Services",PENT,"3,785",13,Apr-17,Apr-27,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 5 of 21,https://product.costar.com/detail/all-properties/158107/tenant,miJuBUY,Manufacturing,7th,"3,500",11,Jul-16,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 6 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Law Offices of Ishrat Sami,"Professional, Scientific, and Technical Services",7th,"1,200",8,Jun-18,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 7 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Burner Law Group,"Professional, Scientific, and Technical Services",12th,750,5,Jul-17,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 8 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Fida Accounting LLC,"Professional, Scientific, and Technical Services",11th,750,5,Jul-16,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 9 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Flybiz,Services,11th,750,15,Jun-18,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 10 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Herald Square Chiropractic & Sport,Health Care and Social Assistance,12th,750,9,Apr-13,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 11 of 21,https://product.costar.com/detail/all-properties/158107/tenant,American Holistic Veterinary Medical Association,"Professional, Scientific, and Technical Services",GRND,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 12 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Bolina Inc,Information,9th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 13 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Borough Construction Group Llc,Construction,10th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 14 of 21,https://product.costar.com/detail/all-properties/158107/tenant,International Translation Center,"Professional, Scientific, and Technical Services",2nd,500,-,Jul-25,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 15 of 21,https://product.costar.com/detail/all-properties/158107/tenant,"Longi Engineering, Dpc","Professional, Scientific, and Technical Services",9th,500,-,Jan-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 16 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Michele Travels,Services,7th,500,4,Sep-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 17 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Namely,Information,7th,500,11,Mar-25,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 18 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Omni Visa,Services,11th,500,1,Jan-20,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 19 of 21,https://product.costar.com/detail/all-properties/158107/tenant,P K Engineering Pc,"Professional, Scientific, and Technical Services",8th,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 20 of 21,https://product.costar.com/detail/all-properties/158107/tenant,"Penn Plaza Property, Inc",Real Estate,Unkwn,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 21 of 21,https://product.costar.com/detail/all-properties/158107/tenant,Russian-American Consulting Corp,Services,9th,500,4,Jan-22,-,https://product.costar.com/detail/all-properties/158107/tenant,158107,1008360007.0
OK: row 1 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Elite Services,Services,4th,"5,000",-,Feb-24,Feb-31,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 2 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Eva Fehren,Wholesaler,7th,"5,000",-,Apr-18,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 3 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Krupp Public Relations Inc,Health Care and Social Assistance,6th,"5,000",25,Jul-16,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 4 of 12,https://product.costar.com/detail/all-properties/158080/tenant,"RED, A division of the ONE Campaign",Services,5th,"5,000",-,Sep-24,Aug-27,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 5 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Thomas Collective Group,"Professional, Scientific, and Technical Services",12th,"5,000",15,Jan-07,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 6 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Wona Trading Inc,Wholesaler,1st,"5,000",20,Nov-09,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 7 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Alexandra Loew Inc,Public Administration,11th,"1,500",9,Jan-19,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 8 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Bogue Trondowski Archtect PLLC,"Professional, Scientific, and Technical Services",11th,"1,000",3,Aug-19,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 9 of 12,https://product.costar.com/detail/all-properties/158080/tenant,McBride Associates Architects,"Professional, Scientific, and Technical Services",11th,"1,000",6,May-08,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 10 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Daedalus Technology Group Inc,Information,7th,-,2,Jul-21,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 11 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Green Rhino Inc,Services,1st,-,-,Jul-20,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 12 of 12,https://product.costar.com/detail/all-properties/158080/tenant,Rexton Realty Co,Real Estate,1st,-,6,Oct-20,-,https://product.costar.com/detail/all-properties/158080/tenant,158080,1008300016.0
OK: row 1 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Sultan Linens,Wholesaler,"3rd, 4th","10,000",-,Nov-23,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 2 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Atlas Talent Agency Inc,"Arts, Entertainment, and Recreation",6th,"5,000",17,Dec-06,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 3 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Banza Ltd.,,12th,"5,000",-,Mar-22,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 4 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Fairdinkum Consulting,"Professional, Scientific, and Technical Services",9th,"5,000",28,Jun-15,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 5 of 14,https://product.costar.com/detail/all-properties/157971/tenant,IKA Collective,Information,10th,"5,000",10,Mar-16,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 6 of 14,https://product.costar.com/detail/all-properties/157971/tenant,MHG Architects,"Professional, Scientific, and Technical Services",7th,"5,000",20,Dec-16,Nov-26,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 7 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Peking Handicraft Showroom,Manufacturing,5th,"5,000",19,Jun-22,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 8 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Don's Bogam BBQ & Wine Bar,Accommodation and Food Services,GRND,"4,000",10,Apr-03,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 9 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Magno Sound Inc,Health Care and Social Assistance,10th,"1,000",9,Oct-20,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 10 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Fiore Media Group,Information,GRND,759,15,Mar-18,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 11 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Mdland International Corp,Information,GRND,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 12 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Paper Magazine,Information,GRND,500,50,Jun-25,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 13 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Warren Systems Group Inc,"Professional, Scientific, and Technical Services",GRND,500,-,Jun-23,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 14 of 14,https://product.costar.com/detail/all-properties/157971/tenant,Mediapost Communications LLC,Information,GRND,-,50,Feb-21,-,https://product.costar.com/detail/all-properties/157971/tenant,157971,1008620013.0
OK: row 1 of 3,https://product.costar.com/detail/all-properties/157973/tenant,"Jay Suites, Inc.",Real Estate,"1st, 2nd, 4th, 5th, 6th, 8th, 11th, 12th","59,500",5,Aug-18,-,https://product.costar.com/detail/all-properties/157973/tenant,157973,1008400031.0
OK: row 2 of 3,https://product.costar.com/detail/all-properties/157973/tenant,Enbloc,Finance and Insurance,1st,500,-,Jun-25,-,https://product.costar.com/detail/all-properties/157973/tenant,157973,1008400031.0
OK: row 3 of 3,https://product.costar.com/detail/all-properties/157973/tenant,Matto Espresso,Accommodation and Food Services,1st,500,5,Apr-22,-,https://product.costar.com/detail/all-properties/157973/tenant,157973,1008400031.0
OK: row 1 of 13,https://product.costar.com/detail/all-properties/158001/tenant,Publicolor Inc.,Health Care and Social Assistance,9th,"6,850",46,Dec-15,Dec-25,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 2 of 13,https://product.costar.com/detail/all-properties/158001/tenant,"Rheem, Bell, & Mermelstein","Professional, Scientific, and Technical Services",12th,"6,850",30,May-16,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 3 of 13,https://product.costar.com/detail/all-properties/158001/tenant,PIMS,"Professional, Scientific, and Technical Services",2nd,"6,500",43,Oct-12,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 4 of 13,https://product.costar.com/detail/all-properties/158001/tenant,Enterprise Lighting Sales Corp,Wholesaler,3rd,"6,000",50,Nov-09,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 5 of 13,https://product.costar.com/detail/all-properties/158001/tenant,"Ricigliano and Filopei, P.C.","Professional, Scientific, and Technical Services",7th,"3,390",20,Feb-18,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 6 of 13,https://product.costar.com/detail/all-properties/158001/tenant,MIH Systems Group LLC,"Professional, Scientific, and Technical Services",7th,"2,610",15,Oct-18,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 7 of 13,https://product.costar.com/detail/all-properties/158001/tenant,"CP Fashion Group, Inc.",Manufacturing,5th,"1,500",20,Feb-11,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 8 of 13,https://product.costar.com/detail/all-properties/158001/tenant,Cosmos Department Store Inc,Retailer,1st,500,-,Nov-24,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 9 of 13,https://product.costar.com/detail/all-properties/158001/tenant,"Helpmesee, Inc",Services,1st,500,-,Sep-24,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
OK: row 10 of 13,https://product.costar.com/detail/all-properties/158001/tenant,Metro Air Products,Wholesaler,7th,500,5,Apr-22,-,https://product.costar.com/detail/all-properties/158001/tenant,158001,1008370058.0
