bbl,bin,address,latitude,longitude,cooling_towers,water_tanks,total_equipment,has_building_outline
1008280035,1015650.0,218 5 AVENUE,40.743728,-73.9884554,0,0,0,True
1000640012,1001087.0,150 BROADWAY,40.7091799,-74.0100742,0,0,0,True
1000640015,1079040.0,160 BROADWAY,40.7093007,-74.0097604,0,0,0,True
1008150014,1080612.0,1412 BROADWAY,40.7536446,-73.9865949,0,0,0,True
1008720013,1017821.0,35 IRVING PLACE,40.7356831,-73.9880923,0,0,0,True
1001510032,1001659.0,305 BROADWAY,40.7155316,-74.0056021,0,0,0,True
1014220005,1081220.0,205 EAST 67 STREET,40.7664021,-73.9619645,0,0,0,True
1001220001,1079147.0,52 CHAMBERS STREET,40.7128032,-74.0061574,0,0,0,True
1001220001,1079146.0,52 CHAMBERS STREET,40.7128032,-74.0061574,0,0,0,True
1019510004,1087468.0,374 WEST 125 STREET,40.8109544,-73.9537641,0,0,0,True
1008350056,1083636.0,22 WEST 34 STREET,40.7488879,-73.9864731,0,0,0,True
1008350056,1083634.0,22 WEST 34 STREET,40.7488879,-73.9864731,0,0,0,True
1008350056,1083635.0,22 WEST 34 STREET,40.7488879,-73.9864731,0,0,0,True
1000640015,1079037.0,160 BROADWAY,40.7093007,-74.0097604,0,0,0,True
1008030004,1086712.0,307 7 AVENUE,40.7468354,-73.9931393,0,0,0,True
1000220017,1078979.0,32 BROADWAY,40.7057953,-74.0127463,0,0,0,True
1001240004,1001399.0,11 PARK PLACE,40.7131627,-74.0082279,0,0,0,True
1001190001,1089747.0,1 POLICE PLAZA,40.7122105,-74.0017963,0,0,0,True
1012630051,1034491.0,22 WEST 48 STREET,40.7576371,-73.9795446,0,0,0,True
1008410049,1016047.0,452 5 AVENUE,40.7520493,-73.982477,0,0,0,True
1012780069,1035365.0,529 5 AVENUE,40.754434,-73.9796971,0,0,0,True
1008620016,1017012.0,152 MADISON AVENUE,40.7467192,-73.9840736,0,0,0,True
1008590064,1016939.0,105 MADISON AVENUE,40.744916,-73.9846839,0,0,0,True
1008240028,1080673.0,40 WEST 23 STREET,40.7417493,-73.9912561,0,0,0,True
1007600032,1013596.0,307 WEST 36 STREET,40.7540376,-73.9929076,0,0,0,True
1007610033,1013622.0,545 8 AVENUE,40.7544987,-73.992182,0,0,0,True
1006460001,1090681.0,40 10 AVENUE,40.7415874,-74.0081485,0,0,0,True
1007790066,1014303.0,242 WEST 30 STREET,40.7490999,-73.994525,0,0,0,True
1007590045,1013576.0,519 8 AVENUE,40.7534118,-73.9930231,0,0,0,True
1007830070,1088971.0,250 WEST 34 STREET,40.7512626,-73.9923737,0,0,0,True
1013210022,1037988.0,885 2 AVENUE,40.7534933,-73.9702265,0,0,0,True
1007830070,1088970.0,250 WEST 34 STREET,40.7512626,-73.9923737,0,0,0,True
1007840041,1014408.0,450 7 AVENUE,40.7514629,-73.9907531,0,0,0,True
1008830014,1018164.0,121 EAST 27 STREET,40.7425801,-73.9834611,0,0,0,True
1014350044,1088662.0,306 EAST 61 STREET,40.7613603,-73.9628338,0,0,0,True
1000290036,1078995.0,1 WILLIAM STREET,40.7047882,-74.0100303,0,0,0,True
1005480009,1008833.0,13 UNIVERSITY PLACE,40.731292,-73.9947357,0,0,0,True
1010070029,1083721.0,1345 AVENUE OF THE AMER,40.7630634,-73.9792541,0,0,0,True
1013360031,1038670.0,338 EAST 44 STREET,40.7502846,-73.9698526,0,0,0,True
