bbl,address,office_sqft,total_gross_floor_area,elec_tariff,gas_tariff,steam_tariff,Gas_Jan_2023_kBtu,Gas_Feb_2023_kBtu,Gas_Mar_2023_kBtu,Gas_Apr_2023_kBtu,Gas_May_2023_kBtu,Gas_Jun_2023_kBtu,Gas_Jul_2023_kBtu,Gas_Aug_2023_kBtu,Gas_Sep_2023_kBtu,Gas_Oct_2023_kBtu,Gas_Nov_2023_kBtu,Gas_Dec_2023_kBtu,District_Steam_Jan_2023_kBtu,District_Steam_Feb_2023_kBtu,District_Steam_Mar_2023_kBtu,District_Steam_Apr_2023_kBtu,District_Steam_May_2023_kBtu,District_Steam_Jun_2023_kBtu,District_Steam_Jul_2023_kBtu,District_Steam_Aug_2023_kBtu,District_Steam_Sep_2023_kBtu,District_Steam_Oct_2023_kBtu,District_Steam_Nov_2023_kBtu,District_Steam_Dec_2023_kBtu,Elec_HVAC_Jan_2023_kBtu,Elec_HVAC_Feb_2023_kBtu,Elec_HVAC_Mar_2023_kBtu,Elec_HVAC_Apr_2023_kBtu,Elec_HVAC_May_2023_kBtu,Elec_HVAC_Jun_2023_kBtu,Elec_HVAC_Jul_2023_kBtu,Elec_HVAC_Aug_2023_kBtu,Elec_HVAC_Sep_2023_kBtu,Elec_HVAC_Oct_2023_kBtu,Elec_HVAC_Nov_2023_kBtu,Elec_HVAC_Dec_2023_kBtu,Elec_NonHVAC_Jan_2023_kBtu,Elec_NonHVAC_Feb_2023_kBtu,Elec_NonHVAC_Mar_2023_kBtu,Elec_NonHVAC_Apr_2023_kBtu,Elec_NonHVAC_May_2023_kBtu,Elec_NonHVAC_Jun_2023_kBtu,Elec_NonHVAC_Jul_2023_kBtu,Elec_NonHVAC_Aug_2023_kBtu,Elec_NonHVAC_Sep_2023_kBtu,Elec_NonHVAC_Oct_2023_kBtu,Elec_NonHVAC_Nov_2023_kBtu,Elec_NonHVAC_Dec_2023_kBtu,Gas_Jan_2023_Cost_USD,Gas_Feb_2023_Cost_USD,Gas_Mar_2023_Cost_USD,Gas_Apr_2023_Cost_USD,Gas_May_2023_Cost_USD,Gas_Jun_2023_Cost_USD,Gas_Jul_2023_Cost_USD,Gas_Aug_2023_Cost_USD,Gas_Sep_2023_Cost_USD,Gas_Oct_2023_Cost_USD,Gas_Nov_2023_Cost_USD,Gas_Dec_2023_Cost_USD,Steam_Jan_2023_Cost_USD,Steam_Feb_2023_Cost_USD,Steam_Mar_2023_Cost_USD,Steam_Apr_2023_Cost_USD,Steam_May_2023_Cost_USD,Steam_Jun_2023_Cost_USD,Steam_Jul_2023_Cost_USD,Steam_Aug_2023_Cost_USD,Steam_Sep_2023_Cost_USD,Steam_Oct_2023_Cost_USD,Steam_Nov_2023_Cost_USD,Steam_Dec_2023_Cost_USD,Elec_HVAC_Jan_2023_Cost_USD,Elec_HVAC_Feb_2023_Cost_USD,Elec_HVAC_Mar_2023_Cost_USD,Elec_HVAC_Apr_2023_Cost_USD,Elec_HVAC_May_2023_Cost_USD,Elec_HVAC_Jun_2023_Cost_USD,Elec_HVAC_Jul_2023_Cost_USD,Elec_HVAC_Aug_2023_Cost_USD,Elec_HVAC_Sep_2023_Cost_USD,Elec_HVAC_Oct_2023_Cost_USD,Elec_HVAC_Nov_2023_Cost_USD,Elec_HVAC_Dec_2023_Cost_USD,Elec_NonHVAC_Jan_2023_Cost_USD,Elec_NonHVAC_Feb_2023_Cost_USD,Elec_NonHVAC_Mar_2023_Cost_USD,Elec_NonHVAC_Apr_2023_Cost_USD,Elec_NonHVAC_May_2023_Cost_USD,Elec_NonHVAC_Jun_2023_Cost_USD,Elec_NonHVAC_Jul_2023_Cost_USD,Elec_NonHVAC_Aug_2023_Cost_USD,Elec_NonHVAC_Sep_2023_Cost_USD,Elec_NonHVAC_Oct_2023_Cost_USD,Elec_NonHVAC_Nov_2023_Cost_USD,Elec_NonHVAC_Dec_2023_Cost_USD
1006010047,"120 Leroy St, New York, NY 10014",118000,118000,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),310089,250422,241805,112101,87663,83077,83832,83944,81662,162148,162111,221075,0,0,0,0,0,0,0,0,0,0,0,0,292378.351,249224.388,286615.751,174589.83,183296.251,213335.43,254022.351,250659.851,216228.03,256688.751,285690.93,200131.951,1022320.449,923386.212,1022320.449,989342.37,1022320.449,989342.37,1022320.449,1022320.449,989342.37,1022320.449,989342.37,1022320.449,6914.98,5584.41,5392.25,2499.85,1954.88,1852.62,1869.45,1871.95,1821.06,3615.9,3615.08,4929.97,0,0,0,0,0,0,0,0,0,0,0,0,10915.1185,9784.283342,9891.296071,6223.8135,7002.850598,9876.660184,12543.79337,11860.32078,10696.02982,9581.148786,10841.55544,7189.739935,38165.4415,36251.15666,35280.94393,35268.2765,39057.8494,45802.97982,50482.86663,48372.51922,48939.24018,38159.07121,37544.10456,36726.86006
1006020068,"435 Hudson St, New York, NY 10014",232530,245330,SC9 Rate I (Standard),SC-2 (Small General Service),SC-2 (Annual Power Service),901167,991084,858494.1,337361,223441,134379,101187,57978,100566,122874,189534,238757,0,0,0,0,0,0,0,0,0,0,0,0,139112.595,148371.1342,149760.395,159853.1081,165039.895,386406.3081,659064.595,557276.395,409804.9081,273803.495,136377.4081,137765.895,780673.405,705124.3658,780673.405,755490.3919,780673.405,755490.3919,780673.405,780673.405,755490.3919,780673.405,755490.3919,780673.405,20096.02,22101.17,19144.42,7523.15,4982.73,2996.65,2256.47,1292.91,2242.62,2740.09,4226.61,5324.28,0,0,0,0,0,0,0,0,0,0,0,0,5216.145315,5848.626247,5191.661759,5717.169064,6324.21994,17897.79026,32515.65482,26357.6384,20277.51208,10242.83533,5198.374894,4967.9475,29272.01469,27795.22375,27063.17824,27020.22094,29914.89006,34993.23974,38515.35518,36923.7016,37382.33792,29204.55467,28797.45511,28151.7025
1006090007,"154 W 14th St, New York, NY 10011",134044,140044,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),622,489,443,269,284,251,232,116,213,215,164,282,0,0,0,0,0,0,0,0,0,0,0,0,167397.75,170239.355,153710.18,23527.905,41525.04517,82347.105,160209.9452,127944.7452,152061.91,90723.96401,89950.48076,93896.07435,90137.25,91667.345,82767.02,133324.795,137768.9548,133324.795,137768.9548,137768.9548,81879.49,86459.93599,83187.41924,85747.62565,13.87,10.9,9.88,6,6.33,5.6,5.17,2.59,4.75,4.79,3.66,6.29,0,0,0,0,0,0,0,0,0,0,0,0,6511.427,6936.579,5571.683,903.8025,1685.347924,3969.491056,8117.907353,6244.956193,7784.6535,3607.532037,3638.638231,3596.787429,3506.153,3735.081,3000.137,5121.5475,5591.532076,6426.838944,6980.812647,6724.473807,4191.7365,3437.977963,3365.061769,3284.652571
1006450029,"416 W 13th St, New York, NY 10014",122400,144000,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),672661.2,603108.6,429678.5,229708.9,127284.6,89005.4,72091.4,67129,65079.6,160472,555607.9,779463,0,0,0,0,0,0,0,0,0,0,0,0,38405.085,113086.4381,148686.185,126337.8694,160088.985,221829.2694,253062.685,215899.785,188300.7694,175298.885,179134.2694,165100.885,217628.815,196567.9619,217628.815,210608.5306,217628.815,210608.5306,217628.815,217628.815,210608.5306,217628.815,210608.5306,217628.815,15000.34,13449.32,9581.83,5122.51,2838.45,1984.82,1607.64,1496.98,1451.28,3578.53,12390.06,17382.02,0,0,0,0,0,0,0,0,0,0,0,0,1494.315,4574.419285,5277.826828,4637.299881,6262.146922,10434.65179,12666.55106,10380.24997,9472.96474,6698.193855,6957.924172,6079.839571,8467.785,7951.300715,7725.043172,7730.500119,8512.913078,9906.838209,10892.97894,10463.38003,10595.21526,8315.626145,8180.445828,8014.180429
1006460001,"40 10 Ave, New York, NY 10034",100809,158847,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),983834.9,722799.9,507069.8,303558,159513,79451,68283,71805,78166,196902,664976.9,798837.9,0,0,0,0,0,0,0,0,0,0,0,0,246776.22,246073.6213,263310.32,241865.4871,204940.12,241140.0871,382892.52,326071.42,231002.4871,167371.92,171664.5871,204204.82,948440.88,856656.2787,948440.88,917846.0129,948440.88,917846.0129,948440.88,948440.88,917846.0129,948440.88,917846.0129,948440.88,21939.52,16118.44,11307.66,6769.34,3557.14,1771.76,1522.71,1601.25,1743.1,4390.91,14828.98,17814.09,0,0,0,0,0,0,0,0,0,0,0,0,9222.10311,9667.255683,9095.0869,8622.426411,7833.607098,11167.70796,18901.27548,15428.36103,11431.62898,6256.92,6525.924531,7341.130873,35443.52689,33654.62432,32760.4031,32720.91359,36253.0929,42507.39204,46819.25452,44876.32897,45421.48102,35455.88,34892.42547,34096.29913
1006460019,"860 Washington St, New York, NY 10014",106239,122098,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),568800.1,430400,378300.1,108300,0,205800,41647,59777,101217,148908,350478.9,444133,0,0,0,0,0,0,0,0,0,0,0,0,135570.0535,121043.658,147372.0535,142117.155,182529.1535,204908.055,291726.6535,249871.4535,197553.255,146089.6535,93584.655,153004.7535,547990.1465,494958.842,547990.1465,530313.045,547990.1465,530313.045,547990.1465,547990.1465,530313.045,547990.1465,530313.045,547990.1465,12684.24,9597.92,8436.09,2415.09,0,4589.34,928.73,1333.03,2257.14,3320.65,7815.68,9904.17,0,0,0,0,0,0,0,0,0,0,0,0,5108.872951,4798.82905,5135.724757,5110.976727,7022.901613,9540.807661,14465.23918,11881.62592,9826.184974,5501.213253,3589.8135,5543.376357,20650.66705,19622.86095,19096.74524,19071.71327,21084.19839,24692.12234,27172.04082,26057.45408,26377.46503,20635.34675,20342.2765,19853.73364
1006460027,"428 W 14th St, New York, NY 10014",43152,53658,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198278.5647,198604.8954,171976.3061,57434.21228,48558.01584,77666.71888,89023.02904,89023.02904,180852.5025,145674.0475,154550.244,171976.3061,165906.5541,145347.7168,171976.3061,266285.8933,275162.0898,266285.8933,275162.0898,275162.0898,163100.1097,178046.0581,169169.8616,171976.3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7599.535222,8001.629129,6119.845,2111.638065,1910.175,3676.537742,4483.609778,4299.748444,9134.577839,5605.9335,6043.556129,6358.42,6358.794778,5855.940871,6119.845,9790.321935,10824.325,12605.27226,13858.43022,13290.13156,8237.932161,6851.6965,6615.243871,6358.42
1006720001,"601 W 26th St, New York, NY 10001",1814700,1925012,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),9016961.5,7900497.4,6757319.4,3379543.1,1081936.3,452786.5,382118.6,387175.8,425823.1,1652374.7,6276879.3,8468092,0,0,0,0,0,0,0,0,0,0,0,0,1732525.17,1483372.989,1593361.87,1635412.31,1726510.47,2239800.01,2942593.17,2819633.57,2067826.31,1369201.47,1295370.21,1437765.37,7585112.23,6851069.111,7585112.23,7340431.19,7585112.23,7340431.19,7585112.23,7585112.23,7340431.19,7585112.23,7340431.19,7585112.23,157796.83,138258.7,118253.09,59142,18933.89,7923.76,6687.08,6775.58,7451.9,28916.56,109845.39,148191.61,0,0,0,0,0,0,0,0,0,0,0,0,103536.273,100528.6928,95464.84155,94734.52771,119216.4755,270753.7404,357201.7543,350963.1699,251997.0994,91755.78228,81905.157,81435.5951,453288.797,464299.2872,454455.1684,425209.1523,523756.0745,887333.3296,920757.7257,944128.0101,894546.7806,508309.3477,464129.223,429623.7349
1006980001,"244 11 Ave, New York, NY 10001",131268.05,174186,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),771.8,1125.7,1205.3,249.6,0,0,0,0,0,69.9,736.6,1455.5,0,0,0,0,0,0,0,0,0,0,0,0,454244.375,430336.79,374676.2416,128139.9629,77239.935,164920.8629,224363.635,224363.635,341008.9685,279103.4396,341008.9685,422462.7725,244593.125,231719.81,250599.3584,423573.8371,437692.965,423573.8371,437692.965,437692.965,247485.7315,272610.3604,247485.7315,239593.8275,17.21,25.1,26.88,5.57,0,0,0,0,0,1.56,16.43,32.46,0,0,0,0,0,0,0,0,0,0,0,0,17110.6065,17036.4675,13087.24535,4629.227793,2994.0525,7706.996482,11161.00441,10697.62128,17017.21351,10562.07841,13097.2439,15323.63541,9213.4035,9173.4825,8753.304651,15302.17221,16966.2975,19794.23352,21773.10559,20869.12872,12350.16649,10316.36159,9505.266099,8690.584589
1007120029,"47 9 Ave, New York, NY 10011",36092,62199,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),52603.1,48751.9,48943.6,27081.7,20642.8,18829,20465.3,19501.1,18388,22360.1,41132.5,50041,0,0,0,0,0,0,0,0,0,0,0,0,196750.2888,200095.5507,166578.3764,72291.94459,61119.55316,97758.42509,112052.5142,112052.5142,177750.7678,136406.4639,147578.8554,166578.3764,261646.3599,232834.6175,266351.7918,335171.7431,346344.1345,335171.7431,346344.1345,346344.1345,255179.4004,271057.2238,259884.8323,266351.7918,1173.05,1087.17,1091.44,603.92,460.33,419.89,456.38,434.87,410.05,498.63,917.25,1115.91,0,0,0,0,0,0,0,0,0,0,0,0,7485.304433,8001.739067,5877.852301,2634.893871,2384.871,4598.33613,5611.789335,5380.364001,8924.65512,5205.885193,5723.980232,6108.937239,9954.255567,9310.960933,9398.437699,12216.32613,13514.269,15765.72387,17345.53067,16630.216,12812.25488,10344.76481,10079.86977,9767.932761
1007130001,"75 9 Ave, New York, NY 10011",901426,1100533,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),5693317.8,5512648.1,4825094.9,2725733.9,1853633.3,1482460,1517034.1,1460736.1,1579660.8,2178809.1,4210280.9,5723931.7,0,0,0,0,0,0,0,0,0,0,0,0,1293269.318,1063195.249,1213872.118,1179894.795,1482314.818,2126927.495,3389228.518,2930959.618,2311054.995,1229182.218,1028089.995,1076345.518,6020038.082,5437453.751,6020038.082,5825843.305,6020038.082,5825843.305,6020038.082,6020038.082,5825843.305,6020038.082,5825843.305,6020038.082,99633.06,96471.34,84439.16,47700.34,32438.58,25943.05,26548.1,25562.88,27644.06,38129.16,73679.92,100168.8,0,0,0,0,0,0,0,0,0,0,0,0,81499.6463,72264.33063,72498.24097,65865.14622,97854.11241,264397.9108,402354.9635,354189.7695,293445.5003,81713.40982,68198.6265,61232.04475,379372.6237,369578.3594,359545.429,325215.4538,397409.1576,724209.3592,714673.6165,727487.3005,739734.6697,400199.2802,386458.8835,342472.9652
1007280060,"442 W 31st St, New York, NY 10001",112146,119996,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),67884,58405,31604,31091,117161,35490,25800,20824,22782,40694,200673,265827,0,0,0,0,0,0,0,0,0,0,0,0,278649.93,245910.47,228438.86,54488.09355,68922.01,107173.1935,144016.61,126215.81,130139.3111,54187.2128,104540.7369,120545.361,150042.27,132413.33,123005.54,146420.5065,151301.19,146420.5065,151301.19,151301.19,109426.6889,123814.1872,112850.8631,114937.839,1513.81,1302.43,704.77,693.33,2612.69,791.43,575.34,464.38,508.04,907.48,4475.01,5927.94,0,0,0,0,0,0,0,0,0,0,0,0,10622.274,9874.982,8122.01,2054.918684,2761.425268,5128.973281,7299.592728,6150.435746,6655.783267,2154.006961,4167.191334,4537.860973,5719.686,5317.298,4373.39,5521.981316,6062.024732,7007.226719,7668.817272,7372.834254,5596.466733,4921.763039,4498.448666,4326.769027
1007390001,"111 8 Ave, New York, NY 10011",1595459,2161994,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),595744.5,552129.2,554300.1,306707.7,233785.2,213243.8,231774.9,220856,208249.3,253233.9,465836.9,566728.5,6664269.624,5524243.617,3301927.581,1946561.345,1397155.946,935299.7114,1006305.331,998485.633,979453.2736,1742018.198,3713365.612,5650749.328,17937698.41,18320738.75,12884825.61,8801778.39,5305516.41,11328214.79,15411262.01,15411262.01,11328214.79,7831952.81,11328214.79,15411262.01,30064592.99,27155116.25,30064592.99,29094767.41,30064592.99,29094767.41,30064592.99,30064592.99,29094767.41,30064592.99,29094767.41,30064592.99,10425.53,9662.26,9700.25,5367.38,4091.24,3731.77,4056.06,3864.98,3644.36,4431.59,8152.15,9917.75,323283.72,267981.06,160176.51,94427.69,67776.03,45371.39,48815.87,48436.54,47513.28,84505.3,180135.37,274117.85,1115283.836,1295300.644,753573.3318,488183.7954,355689.5775,1341155.607,1899073.182,1892032.907,1423817.475,538710.6021,714983.5801,910708.4658,1869278.534,1919902.906,1758337.768,1613718.655,2015574.273,3444550.723,3704749.308,3691015.003,3656854.945,2067953.598,1836324.73,1776627.984
1007570054,"330 W 34th St, New York, NY 10001",549494.4,618653,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),1204009.8,1115862.6,1120250.1,619861.4,472484,430969.4,468421,446353.8,420875.5,511790.1,941464.3,1145368,0,0,0,0,0,0,0,0,0,0,0,0,668160.247,678213.1931,489997.0586,299902.7968,180774.75,385985.9968,525107.55,525107.55,433960.3111,311833.8702,433960.3111,579078.6528,967420.753,871284.6069,973417.5414,991345.4032,1024390.25,991345.4032,1024390.25,1024390.25,943371.0889,979414.3298,943371.0889,970419.1472,21070.17,19527.6,19604.38,10847.57,8268.47,7541.96,8197.37,7811.19,7365.32,8956.33,16475.63,20043.94,0,0,0,0,0,0,0,0,0,0,0,0,41020.01712,48361.0682,29504.43286,17099.07034,12579.432,46386.00981,61928.51382,65802.79977,54329.74162,21569.42853,28424.58731,33086.42989,59392.36288,62128.3318,58612.86714,56521.92966,71283.448,119135.3002,120811.3762,128369.4102,118105.5184,67745.71147,61791.21269,55446.19011
1007580082,"440 9 Ave, New York, NY 10001",327596,384610,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),1247744.1,1274158,1232109.8,332529,175994,8927,30737,14387,13777,91008,789487.9,853001.1,0,0,0,0,0,0,0,0,0,0,0,0,377076.69,414970.7523,388400.39,251080.5774,532714.69,623717.4774,762029.09,749234.89,524205.6774,278744.09,214575.6774,192936.09,1093304.51,987500.8477,1093304.51,1058036.623,1093304.51,1058036.623,1093304.51,1093304.51,1058036.623,1093304.51,1058036.623,1093304.51,21835.52,22297.76,21561.92,5819.26,3079.89,156.22,537.9,251.77,241.1,1592.64,13816.04,14927.52,0,0,0,0,0,0,0,0,0,0,0,0,23931.58941,29927.32322,23971.5068,15161.52519,37542.95209,85124.20119,100262.3188,100405.0998,70353.65421,20143.0268,14996.56196,12008.169,69387.78059,71217.68678,67477.1632,63889.64481,77050.39791,144399.5488,143849.1612,146513.9302,141999.1158,79006.0232,73945.52804,68046.291
1007590045,"519 8 Ave, New York, NY 10018",306591,330291,SC9 Rate I (Standard),SC-3 (General Firm Service),SC-2 (Annual Power Service),1066946.1,988833.5,992721.5,549296.8,418696.7,381908.1,415096.3,395541.1,372963.2,453528.3,834288.6,1014980,0,0,0,0,0,0,0,0,0,0,0,0,225935.525,212140.9581,211726.725,143338.3694,179033.725,292498.6694,501413.825,452095.825,331109.8694,182121.925,141629.1694,95170.425,539299.075,487108.8419,539299.075,521902.3306,539299.075,521902.3306,539299.075,539299.075,521902.3306,539299.075,521902.3306,539299.075,21338.92,19776.67,19854.43,10985.94,8373.93,7638.16,8301.93,7910.82,7459.26,9070.57,16685.77,20299.6,0,0,0,0,0,0,0,0,0,0,0,0,8496.539512,8389.853429,7367.081377,5156.034564,6890.522198,13599.79226,24804.74093,21442.1297,16435.77548,6853.058138,5425.947573,3455.178,20280.90049,19264.41657,18765.03862,18773.38544,20756.1578,24265.96774,26678.90907,25578.0303,25906.41452,20293.26186,19994.57243,19579.342
1007600032,"307 W 36th St, New York, NY 10018",205254,232458,SC9 Rate I (Standard),SC-2 (Small General Service),SC-2 (Annual Power Service),195360,243291,261326,181421,165930,69086,122655,162473,148192,175015,195846,215455,0,0,0,0,0,0,0,0,0,0,0,0,147127.0584,156617.904,172510.8176,101693.5968,120001.78,167926.7968,281907.88,251284.98,234085.5277,147767.7547,128418.5488,116724.9692,277458.0416,247633.396,274276.7824,327381.5032,338294.22,327381.5032,338294.22,338294.22,257014.7723,277377.7453,270257.6512,281268.2308,4356.53,5425.39,5827.57,4045.69,3700.24,1540.62,2735.21,3623.15,3304.68,3902.83,4367.37,4804.65,0,0,0,0,0,0,0,0,0,0,0,0,5610.207744,6275.958521,6080.970451,3700.216911,4666.064988,7874.400706,14037.96035,12004.62579,11721.05226,5631.938319,4984.335113,4292.531434,10579.95226,9923.111479,9668.199549,11912.08309,13153.99501,15351.52929,16845.78965,16161.31421,12869.15774,10571.82168,10489.56489,10343.56857
1007600055,"320 W 37th St, New York, NY 10018",92000,109885,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180162.255,170679.99,148797.955,50822.79839,30634.875,65410.89839,88986.975,88986.975,135433.4784,110869.025,135433.4784,167762.355,97010.445,91904.61,99198.645,167997.7016,173597.625,167997.7016,173597.625,173597.625,97975.12161,107951.475,97975.12161,94822.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6983.0605,6953.7065,5378.963819,1906.303488,1232.8875,3141.557923,4529.238391,4345.448839,6934.077859,4348.875955,5377.230486,6278.449495,3760.1095,3744.3035,3585.976181,6301.396512,6986.3625,8068.602077,8835.731609,8477.191161,5016.242141,4234.434045,3889.989514,3548.690505
1007610033,"545 8 Ave, New York, NY 10018",164478,169596,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),1743,1105,1817,1071,479,383,470,218,641,808,1030,1772,0,0,0,0,0,0,0,0,0,0,0,0,48476.28933,50649.26133,59731.78933,39285.48,56053.38933,127614.88,275941.7893,270247.4893,188365.78,92352.38933,61981.18,62784.98933,230038.3107,207776.5387,230038.3107,222617.72,230038.3107,222617.72,230038.3107,230038.3107,222617.72,230038.3107,222617.72,230038.3107,38.87,24.64,40.52,23.88,10.68,8.54,10.48,4.86,14.29,18.02,22.97,39.52,0,0,0,0,0,0,0,0,0,0,0,0,1878.504816,2065.062527,2141.859153,1458.75,2216.455675,6037.622371,13791.26774,12951.54774,9469.289593,3554.586734,2436.936932,2337.315454,8914.215184,8471.427473,8248.700847,8266.25,9096.144325,10532.32763,11497.06226,11024.53226,11191.16041,8854.033266,8752.743068,8563.704546
1007620033,"575 8 Ave, New York, NY 10018",197400,224400,SC9 Rate I (Standard),SC-2 (Small General Service),SC-2 (Annual Power Service),547,1036,3978,7241,6839,5083,4187,3881,3975,5304,6458,8468,0,0,0,0,0,0,0,0,0,0,0,0,786590.605,457001.5626,196832.405,162282.0242,223775.905,316412.4242,513910.305,478909.105,354177.0242,193006.605,109772.7242,103974.105,589186.595,532168.5374,589186.595,570180.5758,589186.595,570180.5758,589186.595,589186.595,570180.5758,589186.595,570180.5758,589186.595,12.2,23.1,88.71,161.47,152.51,113.35,93.37,86.55,88.64,118.28,144.01,188.84,0,0,0,0,0,0,0,0,0,0,0,0,29351.78496,17977.6645,6842.968576,5826.237653,8594.321504,14695.79935,25408.93176,22696.3969,17564.70252,7252.206036,4203.50082,3767.8335,21985.61504,20934.6055,20483.34142,20470.58235,22628.2585,26482.08065,29130.76824,27922.6531,28276.96748,22138.63396,21833.78918,21351.0565
1007620050,"318 W 39th St, New York, NY 10018",152946,156508,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),288,292,390,203,87,31,2,8,0,95,174,176,0,0,0,0,0,0,0,0,0,0,0,0,156037.105,154659.869,113599.705,78435.75968,62797.905,120946.3597,217394.205,171187.405,107491.3597,49006.305,43481.15968,42686.205,241888.495,218479.931,241888.495,234085.6403,241888.495,234085.6403,241888.495,241888.495,234085.6403,241888.495,234085.6403,241888.495,6.42,6.51,8.7,4.53,1.94,0.69,0.04,0.18,0,2.12,3.88,3.92,0,0,0,0,0,0,0,0,0,0,0,0,5962.316134,6213.509369,4037.116014,2888.143224,2476.433697,5719.773663,10887.04611,8240.334315,5430.328161,1894.477117,1711.504721,1591.215,9242.773866,8777.500631,8596.253986,8619.446776,9538.866303,11070.33634,12113.71389,11643.62568,11825.71184,9350.882883,9214.075279,9016.885
1007630024,"315 W 39th St, New York, NY 10018",117821,132684,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),74367,67134,74326,94530,128409,114030,94891,74247,83010,97700,94742,97423,0,0,0,0,0,0,0,0,0,0,0,0,85653.94453,88574.58962,91773.40195,44363.485,44872.03117,82157.885,201276.6312,183343.5312,177786.5116,92060.25893,72194.28833,88509.09766,144811.3555,129028.8104,143845.8981,181918.615,187982.5688,181918.615,187982.5688,187982.5688,125168.4884,143800.6411,141827.6117,144360.9023,1658.38,1497.09,1657.47,2108.02,2863.52,2542.87,2116.07,1655.71,1851.12,2178.71,2112.75,2172.53,0,0,0,0,0,0,0,0,0,0,0,0,3351.346285,3643.574416,3327.323475,1660.676401,1792.304022,3925.359024,10119.36553,8850.51521,9014.850936,3595.847659,2880.439503,3333.976973,5665.973715,5307.685584,5215.256525,6809.833599,7508.505978,8691.750976,9450.994468,9074.45479,6346.799064,5616.812341,5658.700497,5437.813027
1007660061,"230 W 17th St, New York, NY 10011",53168,53168,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99805.3176,99969.57912,86565.83667,28910.03273,24442.11858,39094.24883,44810.55078,44810.55078,91033.75082,73326.35574,77794.26989,86565.83667,83510.5718,73162.09418,86565.83663,134037.4245,138505.3386,134037.4245,138505.3386,138505.3386,82097.92248,89621.10146,85153.18731,86565.83663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960.866001,4171.467968,3204.980001,1107.105645,998.868,1906.840646,2317.73178,2225.185113,4728.887646,2933.892,3161.003097,3325.070001,3314.193999,3052.862032,3204.979999,5132.944355,5660.252,6537.739354,7163.89822,6877.844887,4264.702354,3585.868,3460.016903,3325.069999
1007760059,"236 W 27th St, New York, NY 10001",80181.35,94331,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),10768.5,9980.1,10019.4,5544,4225.8,3854.5,4189.5,3992.1,3764.3,4577.4,8420.3,10244,0,0,0,0,0,0,0,0,0,0,0,0,130167.5022,130600.7039,112605.2518,38813.72021,32815.23618,52486.73531,60161.26638,60161.26638,118603.7358,95043.00138,101041.4854,112605.2518,115946.7692,101840.5524,119836.0045,179954.521,185953.005,179954.521,185953.005,185953.005,113837.5205,123725.2398,117726.7558,119836.0045,240.14,222.56,223.43,123.63,94.24,85.96,93.43,89.02,83.94,102.08,187.77,228.44,0,0,0,0,0,0,0,0,0,0,0,0,5074.974167,5353.150307,4085.866552,1455.88371,1315.2765,2521.298388,3069.73578,2945.482224,6073.454057,3728.155456,4026.242511,4242.08103,4520.535833,4174.309693,4348.233448,6750.00629,7453.2335,8644.451612,9488.27422,9104.217776,5829.385943,4853.244544,4691.107489,4514.47897
