bbl,address,office_sqft,total_gross_floor_area,elec_tariff,gas_tariff,steam_tariff,Gas_Jan_2023_kBtu,Gas_Feb_2023_kBtu,Gas_Mar_2023_kBtu,Gas_Apr_2023_kBtu,Gas_May_2023_kBtu,Gas_Jun_2023_kBtu,Gas_Jul_2023_kBtu,Gas_Aug_2023_kBtu,Gas_Sep_2023_kBtu,Gas_Oct_2023_kBtu,Gas_Nov_2023_kBtu,Gas_Dec_2023_kBtu,District_Steam_Jan_2023_kBtu,District_Steam_Feb_2023_kBtu,District_Steam_Mar_2023_kBtu,District_Steam_Apr_2023_kBtu,District_Steam_May_2023_kBtu,District_Steam_Jun_2023_kBtu,District_Steam_Jul_2023_kBtu,District_Steam_Aug_2023_kBtu,District_Steam_Sep_2023_kBtu,District_Steam_Oct_2023_kBtu,District_Steam_Nov_2023_kBtu,District_Steam_Dec_2023_kBtu,Elec_HVAC_Jan_2023_kBtu,Elec_HVAC_Feb_2023_kBtu,Elec_HVAC_Mar_2023_kBtu,Elec_HVAC_Apr_2023_kBtu,Elec_HVAC_May_2023_kBtu,Elec_HVAC_Jun_2023_kBtu,Elec_HVAC_Jul_2023_kBtu,Elec_HVAC_Aug_2023_kBtu,Elec_HVAC_Sep_2023_kBtu,Elec_HVAC_Oct_2023_kBtu,Elec_HVAC_Nov_2023_kBtu,Elec_HVAC_Dec_2023_kBtu,Elec_NonHVAC_Jan_2023_kBtu,Elec_NonHVAC_Feb_2023_kBtu,Elec_NonHVAC_Mar_2023_kBtu,Elec_NonHVAC_Apr_2023_kBtu,Elec_NonHVAC_May_2023_kBtu,Elec_NonHVAC_Jun_2023_kBtu,Elec_NonHVAC_Jul_2023_kBtu,Elec_NonHVAC_Aug_2023_kBtu,Elec_NonHVAC_Sep_2023_kBtu,Elec_NonHVAC_Oct_2023_kBtu,Elec_NonHVAC_Nov_2023_kBtu,Elec_NonHVAC_Dec_2023_kBtu,Gas_Jan_2023_Cost_USD,Gas_Feb_2023_Cost_USD,Gas_Mar_2023_Cost_USD,Gas_Apr_2023_Cost_USD,Gas_May_2023_Cost_USD,Gas_Jun_2023_Cost_USD,Gas_Jul_2023_Cost_USD,Gas_Aug_2023_Cost_USD,Gas_Sep_2023_Cost_USD,Gas_Oct_2023_Cost_USD,Gas_Nov_2023_Cost_USD,Gas_Dec_2023_Cost_USD,Steam_Jan_2023_Cost_USD,Steam_Feb_2023_Cost_USD,Steam_Mar_2023_Cost_USD,Steam_Apr_2023_Cost_USD,Steam_May_2023_Cost_USD,Steam_Jun_2023_Cost_USD,Steam_Jul_2023_Cost_USD,Steam_Aug_2023_Cost_USD,Steam_Sep_2023_Cost_USD,Steam_Oct_2023_Cost_USD,Steam_Nov_2023_Cost_USD,Steam_Dec_2023_Cost_USD,Elec_HVAC_Jan_2023_Cost_USD,Elec_HVAC_Feb_2023_Cost_USD,Elec_HVAC_Mar_2023_Cost_USD,Elec_HVAC_Apr_2023_Cost_USD,Elec_HVAC_May_2023_Cost_USD,Elec_HVAC_Jun_2023_Cost_USD,Elec_HVAC_Jul_2023_Cost_USD,Elec_HVAC_Aug_2023_Cost_USD,Elec_HVAC_Sep_2023_Cost_USD,Elec_HVAC_Oct_2023_Cost_USD,Elec_HVAC_Nov_2023_Cost_USD,Elec_HVAC_Dec_2023_Cost_USD,Elec_NonHVAC_Jan_2023_Cost_USD,Elec_NonHVAC_Feb_2023_Cost_USD,Elec_NonHVAC_Mar_2023_Cost_USD,Elec_NonHVAC_Apr_2023_Cost_USD,Elec_NonHVAC_May_2023_Cost_USD,Elec_NonHVAC_Jun_2023_Cost_USD,Elec_NonHVAC_Jul_2023_Cost_USD,Elec_NonHVAC_Aug_2023_Cost_USD,Elec_NonHVAC_Sep_2023_Cost_USD,Elec_NonHVAC_Oct_2023_Cost_USD,Elec_NonHVAC_Nov_2023_Cost_USD,Elec_NonHVAC_Dec_2023_Cost_USD
1008320017,"1241 Broadway, New York, NY 10001",138119.9,188884,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),560499,472156.8,364131.6,121166.2,16355.2,2714.3,3769,3796,60787.4,115362.4,332371,417187.5,0,0,0,0,0,0,0,0,0,0,0,0,192798.925,265789.429,280505.025,162018.3597,44921.925,45623.75968,204795.125,134806.625,78269.95968,69821.925,143958.7597,295045.225,254557.575,229922.971,254557.575,246346.0403,254557.575,246346.0403,254557.575,254557.575,246346.0403,254557.575,246346.0403,254557.575,12499.13,10529.1,8120.13,2702.01,364.72,60.53,84.05,84.65,1355.56,2572.58,7411.87,9303.28,0,0,0,0,0,0,0,0,0,0,0,0,7340.160224,10589.7897,9835.814301,5904.798572,1772.7795,2171.54525,10256.0448,6499.100762,3960.079094,2686.742689,5591.358804,10747.66545,9691.409776,9160.770304,8925.975699,8978.141428,10045.7505,11725.28475,12748.1252,12272.35924,12463.91091,9795.357311,9568.081196,9272.814547
1008330006,"1255 Broadway, New York, NY 10001",109693,120882,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),227,248,192,52,54,52,23,0,0,15,112,120,0,0,0,0,0,0,0,0,0,0,0,0,136607.0584,136033.0787,137959.7686,110506.2152,113787.1228,167651.1765,212122.9032,198159.1864,185632.831,123677.8684,101411.773,138957.8911,120840.4416,106229.3213,120528.4314,124672.1848,128373.6772,111204.8235,140703.3968,131441.1136,104617.869,123822.6316,124043.927,120298.2089,5.06,5.53,4.28,1.16,1.2,1.16,0.51,0,0,0.33,2.5,2.68,0,0,0,0,0,0,0,0,0,0,0,0,5313.819435,5563.931391,4975.856932,4127.339833,4535.559655,7993.238905,10692.88482,9599.595408,9426.115029,4818.510001,4034.125357,5203.822439,4700.520565,4344.918609,4347.153068,4656.430167,5116.980345,5302.001095,7092.705183,6367.514592,5312.314971,4824.149999,4934.424643,4505.037561
1008330011,"1240 Broadway, New York, NY 10001",570525,706740,SC9 Rate II (Large TOD),SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),96338,83540,85609,82810,82262,33356,21,0,0,0,0,0,3411311.726,2905432.114,2116099.246,1212437.038,1247955.214,2411642.111,2907271.99,2820756.541,1865099.928,889218.748,1607587.182,2832257.663,290935.23,381855.5561,412722.83,347727.3387,437060.13,624935.1387,822382.63,898273.03,656615.3387,445919.23,322214.0387,295975.63,1648632.97,1489087.844,1648632.97,1595451.261,1648632.97,1595451.261,1648632.97,1648632.97,1595451.261,1648632.97,1595451.261,1648632.97,1685.91,1461.95,1498.16,1449.17,1439.59,583.73,0.37,0,0,0,0,0,165482.73,140942.51,102651.97,58815.32,60538.31,116988.76,141031.76,136834.9,90476,43136,77984.05,137392.82,18225.381,25962.84261,23707.95119,19587.98374,29036.7014,76697.89755,103189.4348,108155.5601,80713.73878,29339.96638,20910.80093,17182.26822,103277.159,101244.9674,94702.07881,89874.07626,109529.2386,195808.7325,206864.1752,198501.8099,196119.1412,108474.4336,103540.3791,95708.06178
1008330038,"302 5 Ave, New York, NY 10016",73912,75700,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),146258.5,135550.8,136083.7,75298.4,57395.6,52352.5,56902,54221.4,51126.4,62170.3,114365.5,139135,0,0,0,0,0,0,0,0,0,0,0,0,37960.12002,40687.46002,29332.82002,24490.40002,20705.52002,33117.70002,37960.12002,37960.12002,33117.70002,20705.52002,24490.40002,29332.82002,117331.2801,105976.6401,117331.2801,113546.4001,117331.2801,113546.4001,117331.2801,117331.2801,113546.4001,117331.2801,113546.4001,117331.2801,3261.56,3022.78,3034.67,1679.15,1279.92,1167.46,1268.91,1209.14,1140.12,1386.4,2550.35,3102.71,0,0,0,0,0,0,0,0,0,0,0,0,1525.240444,1719.051226,1101.342,951.4627419,857.67,1632.648387,1982.175555,1903.774888,1737.666451,839.961,1008.72129,1142.034,4714.379556,4477.528774,4405.368,4411.327258,4860.13,5597.651613,6126.724445,5884.395112,5957.713549,4759.779,4676.79871,4568.136
1008340019,"39 W 32nd St, New York, NY 10001",58302,61745,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),189.4,175.6,176.3,97.5,74.3,67.8,73.7,70.2,66.2,80.5,148.1,180.2,0,0,0,0,0,0,0,0,0,0,0,0,53503.22156,53593.62972,46402.68599,15509.87865,13112.8974,20973.5859,24040.31191,24040.31191,48799.66723,39302.15042,41699.13167,46402.68599,44843.50898,39289.39356,46480.33729,71909.43738,74306.41863,71909.43738,74306.41863,74306.41863,44083.35605,48117.16561,45720.18436,46480.33729,4.22,3.92,3.93,2.17,1.66,1.51,1.64,1.57,1.48,1.8,3.3,4.02,0,0,0,0,0,0,0,0,0,0,0,0,2249.772374,2370.448482,1834.125366,635.1879032,570.747,1075.486774,1300.251334,1250.599778,2657.099525,1677.03525,1805.225915,1898.496506,1885.637626,1737.771518,1837.194634,2944.962097,3234.233,3687.383226,4018.958666,3865.490222,2400.300475,2053.17475,1979.304085,1901.673494
1008340049,"4 W 33rd St, New York, NY 10001",294200,319200,SC9 Rate I (Standard),SC-3 (General Firm Service),SC-2 (Annual Power Service),1573327,1462404,1536263.9,781343.9,646047.1,607552.9,631387.1,631877.1,622638.1,658365.9,1326074.9,1517795.1,0,0,0,0,0,0,0,0,0,0,0,0,158529.3,153785.0226,215800,232623.4742,376059.4,565182.3742,794663.7,788994.3,444529.8742,352168.8,224464.8742,182572.6,898332.7,811397.2774,898332.7,869354.2258,898332.7,869354.2258,898332.7,898332.7,869354.2258,898332.7,869354.2258,898332.7,31466.54,29248.08,30725.28,15626.88,12920.94,12151.06,12627.74,12637.54,12452.76,13167.32,26521.5,30355.9,0,0,0,0,0,0,0,0,0,0,0,0,5932.989,6051.570733,7461.843204,8298.235656,14358.92157,26127.82682,39164.17079,37256.06258,21974.09587,13148.193,8532.762731,6568.731979,33620.271,31929.16927,31062.1768,31011.94434,34300.66843,40189.39318,44273.38921,42418.98742,42974.10413,33539.177,33047.45727,32320.87802
1008360007,"43 W 34th St, New York, NY 10001",76144.7,89582,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),187103.9,173405.8,174087.6,96326.9,73424.3,66972.9,72792.9,69363.7,65404.3,79532.5,146304.2,177990.9,0,0,0,0,0,0,0,0,0,0,0,0,83818.27945,89206.678,65622.83613,50867.10991,43005.82929,68786.20541,78844.02039,78844.02039,73484.11675,47427.3929,55288.67353,65622.83613,238725.4402,215417.9461,239001.788,235838.4187,243699.6993,235838.4187,243699.6993,243699.6993,231140.5073,239278.1357,231416.8551,239001.788,4172.42,3866.95,3882.15,2148.09,1637.36,1493.5,1623.28,1546.81,1458.52,1773.57,3262.58,3969.2,0,0,0,0,0,0,0,0,0,0,0,0,3227.462889,3610.865293,2347.573825,1880.37371,1700.3745,3269.110644,3984.97489,3822.138223,3725.406279,1834.632192,2173.086447,2438.608995,9192.237111,8719.584707,8549.986175,8718.09629,9635.4555,11208.37936,12317.19511,11813.88178,11718.07372,9255.987808,9095.693553,8881.541005
1008360026,"7 W 34th St, New York, NY 10001",379621,443631,SC9 Rate I (Standard),SC-3 (General Firm Service),SC-2 (Annual Power Service),0,0,0,0,0,0,0,0,0,0,0,0,629952.8722,548269.2003,353333.9271,142701.8785,54907.78422,0,0,0,829.7987088,118935.8872,339702.9735,559402.7783,450499.9038,448780.1284,471857.6709,273657.9952,357394.365,500064.2952,556988.465,549221.865,659371.3044,514767.7695,413156.2105,370570.6449,837745.9962,751085.3716,834895.8291,1002711.905,1036135.635,1002711.905,1036135.635,1036135.635,780908.9956,829169.5305,813766.0895,848412.4551,0,0,0,0,0,0,0,0,0,0,0,0,30559.01,26596.54,17140.23,6922.47,2663.58,0,0,0,40.25,5769.58,16478.99,27136.63,16821.66574,17614.28309,16284.39923,9745.010062,13634.24123,23109.54896,27460.93396,25944.55555,32572.10611,19204.44928,15685.06972,13313.17971,31281.43426,29479.53691,28813.30077,35706.74994,39527.54877,46338.48104,51084.09604,48945.75445,38575.91389,30933.84072,30893.83028,30480.20029
1008360033,"1 W 34th St, New York, NY 10001",50250,62853,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),533.1,494.1,496.1,274.5,209.2,190.8,207.4,197.7,186.4,226.6,416.9,507.2,0,0,0,0,0,0,0,0,0,0,0,0,84313.02411,84462.04783,73114.81511,24474.42349,20692.01259,33096.09539,37935.35639,37935.35639,76897.22602,61916.60612,65699.01703,73114.81511,70877.07029,62106.37467,73453.60739,113472.3271,117254.738,113472.3271,117254.738,117254.738,69671.19648,76030.14448,72247.73357,73453.60739,11.89,11.02,11.06,6.12,4.67,4.25,4.63,4.41,4.16,5.05,9.3,11.31,0,0,0,0,0,0,0,0,0,0,0,0,3387.85052,3568.731367,2745.369388,950.8896774,857.151,1631.661612,1980.938666,1902.591777,4034.936414,2511.894019,2706.167917,2846.79939,2847.96948,2624.148633,2758.090612,4408.670323,4857.189,5594.268388,6122.901334,5880.738223,3655.773586,3084.465981,2975.912083,2859.99061
1008360035,"358 5 Ave, New York, NY 10001",115234.5,148709,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),549,541,457,267,99,95,108,143,305,201,352,340,0,0,0,0,0,0,0,0,0,0,0,0,185977.9229,200905.0327,227484.1704,151736.4045,169251.5645,251233.4698,332491.7374,312511.9719,275355.795,174953.7396,158314.6866,206521.4322,164911.4771,141363.3673,155344.6296,155679.6955,173650.0355,137490.1302,181959.5626,171025.4281,148268.505,167452.4604,164585.1134,160176.3678,12.24,12.06,10.19,5.95,2.21,2.12,2.41,3.19,6.8,4.48,7.85,7.58,0,0,0,0,0,0,0,0,0,0,0,0,7137.792837,8095.752874,8061.449133,5591.26277,6643.371786,11850.52623,16612.11644,14987.9102,13832.299,6717.953777,6191.40735,7616.969499,6329.267163,5696.437126,5505.010867,5736.56723,6816.018214,6485.323774,9091.15356,8202.289798,7448.161,6429.916223,6436.63265,5907.660501
1008360043,"366 5 Ave, New York, NY 10001",141478,154340,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),303,253,232,15,4,0,2,0,0,15,164,238,0,0,0,0,0,0,0,0,0,0,0,0,100057.706,95196.35026,93548.9489,77045.7582,85211.58402,132160.7518,183635.9897,176877.624,137802.34,82975.06188,75766.67569,78101.06537,79467.69397,70665.14974,80968.9511,74707.2418,82625.21598,59418.94818,82562.01031,79523.47599,74201.26,83407.83812,81762.52431,84532.03463,6.76,5.64,5.17,0.33,0.09,0,0.04,0,0,0.33,3.66,5.31,0,0,0,0,0,0,0,0,0,0,0,0,3976.655849,3984.418513,3461.411724,2967.952095,3474.68231,6409.364998,9341.857871,8645.456953,7085.2145,3314.680746,3086.643172,3014.577388,3158.334151,2957.671487,2995.938276,2877.867905,3369.21769,2881.625002,4200.062129,3886.963047,3815.1155,3331.969254,3330.906828,3262.802612
1008370023,"29 W 35th St, New York, NY 10001",60503,77112,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),180928.1,167682.1,168341.4,93147.4,71000.8,64762.3,70390.2,67074.1,63245.5,76907.3,141475,172115.9,224920.9,209926.2,179936.8,119957.8,59978.9,29989.5,29989.5,29989.5,44984.2,89968.4,149947.3,209926.2,38067.83685,40802.91605,29416.05575,24559.89475,20764.27466,33211.67585,38067.83685,38067.83685,33211.67585,20764.27466,24559.89475,29416.05575,117664.223,106277.3628,117664.223,113868.6029,117664.223,113868.6029,117664.223,117664.223,113868.6029,117664.223,113868.6029,117664.223,4034.7,3739.31,3754.01,2077.19,1583.32,1444.2,1569.7,1495.75,1410.37,1715.03,3154.89,3838.18,16387.74,15295.22,13110.2,8740.13,4370.06,2185.03,2185.03,2185.03,3277.55,6555.1,10925.16,15295.22,1529.217555,1723.539871,1104.186,953.9075806,859.887,1636.963548,1987.450666,1908.825111,1742.279677,842.127,1011.327581,1144.992,4726.672445,4489.220129,4416.744,4422.662419,4872.693,5612.446452,6143.029334,5900.004889,5973.530323,4772.053,4688.882419,4579.968
1008370036,"3 W 35th St, New York, NY 10018",80601,87301,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),1790.2,1659.2,1665.7,921.7,702.5,640.8,696.5,663.7,625.8,761,1399.9,1703,0,0,0,0,0,0,0,0,0,0,0,0,162020.6476,162335.1111,140463.6775,47173.68022,39883.20237,63791.68122,73119.20437,73119.20437,147754.1554,118906.7074,126197.1853,140463.6775,137103.3702,120170.9057,142042.3393,218714.3356,226004.8134,218714.3356,226004.8134,226004.8134,134751.8614,146981.3084,139690.8305,142042.3393,39.92,37,37.15,20.55,15.67,14.29,15.53,14.8,13.96,16.97,31.22,37.98,0,0,0,0,0,0,0,0,0,0,0,0,6258.402192,6591.802896,5042.98611,1750.304032,1582.3755,3039.946452,3704.528668,3553.513334,7509.652904,4615.957142,4977.391012,5237.841128,5295.917808,4879.677104,5099.66389,8115.045968,8966.7945,10422.67355,11450.36133,10983.58667,6848.807096,5705.812858,5509.598988,5296.708872
1008370056,"16 W 36th St, New York, NY 10018",55367,59367,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),118404.9,109736.3,110167.8,60958.5,46465.1,42382.5,46065.5,43895.4,41389.8,50330.5,92585.6,112638,0,0,0,0,0,0,0,0,0,0,0,0,49113.16127,51993.52988,38824.86081,28403.01173,24013.45538,38408.61813,44024.66818,44024.66818,43214.41716,28536.56035,32926.1167,38824.86081,130987.754,118101.779,131270.4481,131686.6908,136076.2471,131686.6908,136076.2471,136076.2471,126880.8917,131553.1422,127163.5858,131270.4481,2640.43,2447.12,2456.74,1359.37,1036.17,945.13,1027.26,978.87,922.99,1122.37,2064.66,2511.83,0,0,0,0,0,0,0,0,0,0,0,0,1951.511499,2172.276838,1439.469701,1089.243065,982.6635,1875.417419,2279.251333,2188.325333,2247.112584,1143.348675,1339.683477,1493.328412,5204.798501,4934.263162,4866.980299,5050.126935,5568.4265,6430.002581,7044.958667,6763.914667,6597.697416,5270.821325,5173.976523,5049.081588
1008370058,"20 W 36th St, New York, NY 10018",71534,71534,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),286541.5,265563.4,266607.6,147520.4,112446.1,102566.1,111479.2,106227.4,100163.9,121800.6,224058.5,272585.4,0,0,0,0,0,0,0,0,0,0,0,0,41953.98276,44968.27181,32418.98666,27067.08561,22883.99057,36602.08171,41953.98276,41953.98276,36602.08171,22883.99057,27067.08561,32418.98666,129675.9465,117126.6614,129675.9465,125492.8515,129675.9465,125492.8515,129675.9465,129675.9465,125492.8515,129675.9465,125492.8515,129675.9465,6389.88,5922.06,5945.35,3289.7,2507.55,2287.22,2485.99,2368.87,2233.65,2716.15,4996.5,6078.65,0,0,0,0,0,0,0,0,0,0,0,0,1672.794446,1885.289227,1206.672001,1042.193226,939.9795,1792.512582,2177.794669,2091.146447,1908.581614,920.4075,1105.475161,1251.646001,5170.455554,4910.520773,4826.687999,4831.986774,5326.5505,6145.757418,6731.365331,6463.543553,6543.708386,5215.6425,5125.384839,5006.583999
1008380008,"63 W 36th St, New York, NY 10018",45443.55,58825,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104024.1061,104195.311,90224.99,30132.06497,25475.2913,40746.76967,46704.7007,46704.7007,94881.76367,76425.87389,81082.64756,90224.99,87040.5786,76254.66897,90224.99001,139703.2103,144359.984,139703.2103,144359.984,144359.984,85568.21633,93409.40142,88752.62774,90224.99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116.751333,4335.587871,3329.88,1150.136935,1037.9055,1982.675484,2410.518,2314.057777,4917.678451,3048.354,3284.482839,3455.045,3444.628667,3172.972129,3329.88,5332.453065,5881.4645,6797.744516,7450.692,7152.542223,4434.961549,3725.766,3595.177161,3455.045
1008380012,"53 W 36th St, New York, NY 10018",57600,70465,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),272947.6,252964.7,253959.3,140521.8,107111.5,97700.2,106190.5,101187.9,95412,116022.2,213428.8,259653.5,0,0,0,0,0,0,0,0,0,0,0,0,63731.80556,68310.77701,49247.30436,41117.29394,34762.80306,55601.79524,63731.80556,63731.80556,55601.79524,34762.80306,41117.29394,49247.30436,196989.2173,177925.7447,196989.2173,190634.7265,196989.2173,190634.7265,196989.2173,196989.2173,190634.7265,196989.2173,190634.7265,196989.2173,6086.73,5641.11,5663.29,3133.64,2388.59,2178.71,2368.05,2256.49,2127.69,2587.3,4759.46,5790.27,0,0,0,0,0,0,0,0,0,0,0,0,2477.498221,2791.704259,1780.976001,1537.005161,1388.871,2664.211291,3244.63822,3113.01222,2840.527743,1359.1395,1633.134516,1849.296001,7657.721779,7271.415741,7123.903999,7126.114839,7870.269,9134.438709,10028.88178,9622.03778,9738.952257,7701.7905,7571.805484,7397.183999
1008380015,"43 W 36th St, New York, NY 10018",99875,108875,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),3782,3421,3795,3604,3710,3613,3749,3763,1716,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,94261.05126,98298.62452,122213.418,38437.665,45979.29383,103892.265,187980.1938,143549.6938,152853.87,80261.32687,74516.37919,81343.1774,91296.44874,79447.67548,84895.18204,141689.135,146412.1062,141689.135,146412.1062,146412.1062,82305.93,94502.47313,92176.72081,94254.7226,84.34,76.29,84.63,80.37,82.73,80.57,83.6,83.91,38.27,0.22,0.18,0.27,0,0,0,0,0,0,0,0,0,0,0,0,3737.72252,4094.384696,4466.771001,1460.682826,1857.350159,4978.669344,9490.587499,6983.954212,7823.4845,3194.676712,3022.642661,3121.174117,3620.16748,3309.195304,3102.828999,5384.377174,5914.369841,6789.950656,7391.932501,7123.215788,4212.6455,3761.523288,3739.007339,3616.595883
1008380048,"402 5 Ave, New York, NY 10018",68278,83288,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47074.54098,50456.72944,36375.78168,30370.67163,25677.02238,41069.43093,47074.54098,47074.54098,41069.43093,25677.02238,30370.67163,36375.78168,145503.1268,131422.1791,145503.1268,140809.4776,145503.1268,140809.4776,145503.1268,145503.1268,140809.4776,145503.1268,140809.4776,145503.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862.023776,2098.408322,1341.703999,1158.544839,1045.533,1997.470322,2428.667998,2331.442665,2127.704193,1023.573,1229.551613,1392.165999,5755.346224,5465.621678,5366.816001,5371.435161,5924.687,6848.469678,7506.792002,7206.277335,7294.985807,5800.247,5700.648387,5568.664001
1008380062,"20 W 37th St, New York, NY 10018",59245.85,75509,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),3362.6,3116.4,3128.7,1731.2,1319.6,1203.6,1308.2,1246.6,1175.4,1429.4,2629.4,3198.8,0,0,0,0,0,0,0,0,0,0,0,0,43053.34529,43151.95851,37304.7781,12611.5656,10662.50546,17054.27621,19547.92667,19547.92667,39253.83824,31556.2109,33505.27104,37304.7781,36915.44565,32374.12183,38221.30224,58471.80413,60420.86427,58471.80413,60420.86427,60420.86427,36272.2421,39527.15883,37578.09869,38221.30224,74.99,69.5,69.77,38.61,29.43,26.84,29.17,27.8,26.21,31.88,58.64,71.33,0,0,0,0,0,0,0,0,0,0,0,0,1860.824189,1962.17619,1520.817859,533.1167742,478.1475,895.6861291,1080.187778,1039.815333,2186.07878,1388.110024,1494.670554,1572.572095,1595.535811,1472.09381,1558.182141,2471.723226,2709.5025,3070.923871,3338.762222,3213.974667,2020.03122,1738.739976,1676.359446,1611.207905
1008380076,"48 W 37th St, New York, NY 10018",122068,130625,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),413363.9,481740,409220.2,108780,72520,59052,29008,13468,12432,17612,305619.9,363635.9,0,0,0,0,0,0,0,0,0,0,0,0,62590.56,60795.61548,81445.26,77431.84516,133233.36,207105.4452,300541.06,283107.76,240121.4452,164808.86,97267.84516,76625.76,354679.84,320355.9845,354679.84,343238.5548,354679.84,343238.5548,354679.84,354679.84,343238.5548,354679.84,343238.5548,354679.84,9218.01,10742.8,9125.61,2425.79,1617.2,1316.86,646.88,300.34,277.23,392.75,6815.32,8109.08,0,0,0,0,0,0,0,0,0,0,0,0,2387.9745,2440.765836,2873.16215,2819.247601,5171.706587,9690.608376,14952.87649,13506.69552,11984.52817,6246.109309,3763.663311,2810.435779,13531.8555,12861.35416,12512.11785,12497.1124,13767.57341,16060.37162,17646.45351,16921.30448,17131.13183,13442.05069,13281.20669,13008.74422
1008390009,"49 W 37th St, New York, NY 10018",131898,140898,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),396720.1,70220,727347.1,83402,21342,0,4227,0,0,100507,853645,935490.9,0,0,0,0,0,0,0,0,0,0,0,0,47811.26967,52486.63067,45082.36967,38661.99,54672.76967,145582.89,245735.3697,223937.3697,143392.99,59480.86967,74310.59,63497.06967,226387.4303,204478.9693,226387.4303,219084.61,226387.4303,219084.61,226387.4303,226387.4303,219084.61,226387.4303,219084.61,226387.4303,8846.86,1565.91,16219.84,1859.86,475.93,0,94.26,0,0,2241.31,19036.28,20861.45,0,0,0,0,0,0,0,0,0,0,0,0,1854.100883,2140.554484,1621.832261,1436.796,2163.585882,6879.43854,12299.02603,10757.07434,7231.887881,2301.203628,2917.766684,2364.924659,8779.209117,8339.235516,8144.257739,8141.844,8958.914118,10352.72146,11330.66397,10874.76566,11049.32212,8758.506372,8602.243316,8431.715341
1008390019,"35 W 37th St, New York, NY 10018",47698,57698,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),125.8,116.6,117.1,64.8,49.4,45,49,46.7,44,53.5,98.4,119.7,0,0,0,0,0,0,0,0,0,0,0,0,60217.22485,60318.21251,52226.69044,17452.30251,14755.12849,23600.27275,27051.06893,27051.06893,54923.86446,44236.15597,46933.32999,52226.69044,50446.23885,44197.28099,52288.80306,80915.22075,83612.39477,80915.22075,83612.39477,83612.39477,49591.62904,54131.36729,51434.19327,52288.80306,2.81,2.6,2.61,1.45,1.1,1,1.09,1.04,0.98,1.19,2.19,2.67,0,0,0,0,0,0,0,0,0,0,0,0,2497.9245,2631.631104,2032.941123,703.5901613,632.802,1195.999679,1447.741779,1391.874001,2957.561119,1859.318936,2001.847339,2105.39304,2092.6055,1928.288896,2035.358877,3262.099839,3585.878,4100.570321,4474.838221,4302.155999,2670.428881,2275.231064,2193.822661,2107.89696
1008390070,"42 W 38th St, New York, NY 10018",61077,66577,SC9 Rate I (Standard),SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100521.54,100463.72,87490.34,22894.2,26338.74,40688.2,49094.74,49094.74,91814.8,74457.84,78782.3,87490.34,79924.46,69958.28,82931.66,129733.8,134058.26,129733.8,134058.26,134058.26,78607.2,85939.16,81614.7,82931.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3993.687594,4196.713298,3243.239418,881.4915,1077.660507,1986.457124,2539.471284,2438.074816,4773.683233,2982.793223,3204.986776,3364.61146,3175.372406,2922.396702,3074.250582,4995.1185,5485.049493,6333.792876,6934.288716,6657.415184,4086.986767,3442.736777,3320.213224,3189.29854
